CID,Number,dateReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,longitude,latitude,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor,dateIncident,weekNumber,involvementType,personID,age,sex
MP20007165 - 10851 VC,MP20007165,"Mar 9, 2020, 8:21:29 AM","Mar 8, 2020, 8:40:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2501 PRESCOTT RD,MO,NULL,95350,-121.0317216,37.67842266,0,0,0,NULL,FELONY,3/9/2020,17,VICTIM,5683,32,MALE
MP20000465 - 243 (E)(1) PC,MP20000465,"Jan 6, 2020, 10:22:32 AM","Jan 6, 2020, 10:22:32 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95358,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,1/6/2020,8,SUSPECT,5684,32,MALE
MP20002267 - 273.5 (A) PC,MP20002267,"Jan 24, 2020, 1:00:00 AM","Jan 24, 2020, 1:00:00 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,NULL,95354,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,1/24/2020,10,VICTIM,5685,32,MALE
MP20010360 - 664 /187 (A) PC,MP20010360,"Apr 13, 2020, 11:56:21 AM","Apr 13, 2020, 11:56:21 AM",664 /187 (A) PC,664 /187 (A) PC ATTEMPTED MURDER 04 Aggravated Assault 2897,1313 TRENARY WAY,MODESTO,CALIFORNIA,95354,-120.9740621,37.62667635,1,0,0,NULL,FELONY,4/13/2020,22,VICTIM,5686,32,FEMALE
MP20010360 - 273.5 (A) PC,MP20010360,"Apr 13, 2020, 11:56:21 AM","Apr 13, 2020, 11:56:21 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,4/13/2020,22,VICTIM,5686,32,FEMALE
MP20000417 - 460 (A) PC,MP20000417,"Jan 5, 2020, 4:28:00 PM","Jan 5, 2020, 4:20:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2404 BUCKLEY WAY,MODESTO,CALIFORNIA,95358,-121.0435509,37.65754996,1,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY,1/5/2020,7,SUSPECT,5687,32,FEMALE
MP20000691 - 484 (A) PC,MP20000691,"Jan 9, 2020, 1:05:33 AM","Jan 9, 2020, 1:05:33 AM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,3001 HAHN DR,MODESTO,CALIFORNIA,95350,-121.045842,37.68283441,0,0,0,NULL,MISDEMEANOR,1/9/2020,8,VICTIM,5688,32,MALE
MP20007142 - 460(B) PC,MP20007142,"Mar 9, 2020, 7:55:00 AM","Mar 9, 2020, 12:05:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,L ST & 11TH ST,MODESTO,CALIFORNIA,95354,-121.0016555,37.64314608,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,3/9/2020,17,VICTIM,5689,32,FEMALE
MP20003289 - 273.5 (A) PC,MP20003289,"Feb 2, 2020, 10:20:34 PM","Feb 2, 2020, 10:20:34 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,CALIFORNIA,95351,Confidential Location,Confidential Location,0,0,0,NULL,FELONY,2/2/2020,11,VICTIM,5690,32,FEMALE
MP20009265 - 243 (E)(1) PC,MP20009265,"Mar 31, 2020, 11:14:01 AM","Mar 31, 2020, 11:00:00 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MO,NULL,95355,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,3/31/2020,20,VICTIM,5691,32,FEMALE
MP20006518 - 243 (E)(1) PC,MP20006518,"Mar 3, 2020, 10:52:00 AM","Mar 3, 2020, 9:21:16 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95351,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,3/3/2020,16,VICTIM,5692,32,FEMALE
MP20002859 - 245 (A)(1) PC,MP20002859,"Jan 29, 2020, 3:06:13 PM","Jan 29, 2020, 3:06:13 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,"9TH ST, MO / I ST, MO ( 45/F2 )",MODESTO,CALIFORNIA,95354,-121.0001102,37.63880547,1,0,0,NULL,FELONY,1/29/2020,11,SUSPECT,5693,32,MALE
MP20006387 - 460(B) PC,MP20006387,"Mar 2, 2020, 8:16:00 AM","Mar 2, 2020, 8:16:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1217 10TH ST,MODESTO,CALIFORNIA,95354,-121.0028666,37.64256484,0,0,0,NULL,FELONY,3/2/2020,16,VICTIM,5694,32,FEMALE
MP20006170 - 10851 VC,MP20006170,"Mar 3, 2020, 11:24:27 AM","Mar 3, 2020, 11:24:27 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,448 PARADISE RD,MODESTO,CALIFORNIA,95351,-121.0127121,37.62649342,1,0,0,NULL,FELONY,3/3/2020,16,VICTIM,5695,32,MALE
MP20005193 - 460 (A) PC,MP20005193,"Feb 20, 2020, 4:07:59 PM","Feb 20, 2020, 4:07:59 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3400 SULLIVAN CT,MODESTO,CALIFORNIA,95356,-121.0603691,37.69117177,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY,2/20/2020,14,VICTIM,5696,32,MALE
MP20007475 - 273.5 (A) PC,MP20007475,"Mar 11, 2020, 5:02:50 PM","Mar 11, 2020, 5:02:50 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,NULL,NULL,NULL,Confidential Location,Confidential Location,0,0,0,NULL,FELONY,3/11/2020,17,VICTIM,5697,32,FEMALE
MP20800468 - 460(B) PC,MP20800468,"Feb 19, 2020, 10:01:00 AM","Feb 18, 2020, 8:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,MAPLE ST & S S JEFFERSON ST,MODESTO,CALIFORNIA,95351,-121.0088789,37.6376008,0,0,0,NULL,FELONY,2/19/2020,14,VICTIM,5698,32,FEMALE
MP20001024 - 460(B) PC,MP20001024,"Jan 12, 2020, 8:32:00 AM","Jan 12, 2020, 2:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,441 SAN JUAN DR,MODESTO,CALIFORNIA,95354,-120.9635995,37.64426966,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,1/12/2020,8,VICTIM,5699,32,FEMALE
MP20009646 - 211 PC,MP20009646,"Apr 4, 2020, 10:04:49 PM","Apr 4, 2020, 10:04:49 PM",211 PC,211 PC ROBBERY 03 Robbery 853,801 OAKDALE RD,MO,NULL,NULL,-120.9591718,37.65379955,0,0,0,NULL,FELONY,4/4/2020,20,SUSPECT,5700,32,FEMALE
MP20003461 - 10851 VC,MP20003461,"Feb 4, 2020, 12:00:00 PM","Jan 31, 2020, 10:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,701 LAUREL AVE,MO,NULL,95351,-121.0203427,37.6415665,0,0,0,NULL,FELONY,2/4/2020,12,VICTIM,5701,32,MALE
MP20002803 - 488 PC,MP20002803,"Jan 29, 2020, 7:32:42 AM","Jan 29, 2020, 7:32:42 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,312 KIRBYS MILL DR,MO,NULL,95358,-120.9970771,37.59519826,1,0,0,NULL,MISDEMEANOR,1/29/2020,11,VICTIM,5702,32,FEMALE
MP20800148 - 488 PC,MP20800148,"Jan 17, 2020, 1:10:00 PM","Jan 12, 2020, 11:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,SURREY AVE & OAKDALE RD,MODESTO,CALIFORNIA,95355,-120.9574401,37.65648558,0,0,0,NULL,MISDEMEANOR,1/17/2020,9,VICTIM,5703,32,MALE
MP20800423 - 488 PC,MP20800423,"Feb 14, 2020, 4:37:00 PM","Feb 14, 2020, 2:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,3320 CLAREMONT AVE,MODESTO,CALIFORNIA,95350,-120.9826521,37.685658,0,0,0,NULL,MISDEMEANOR,2/14/2020,13,VICTIM,5704,32,FEMALE
MP20011723 - 460(B) PC,MP20011723,"Apr 27, 2020, 8:35:00 AM","Apr 26, 2020, 12:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,215 FLOYD AVE,MODESTO,CALIFORNIA,95350,-120.9910177,37.6782102,0,0,0,NULL,FELONY,4/27/2020,24,VICTIM,5705,32,FEMALE
MP20003408 - 243 (E)(1) PC,MP20003408,"Feb 3, 2020, 8:18:18 PM","Feb 3, 2020, 8:18:18 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MO,CALIFORNIA,95356,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,2/3/2020,12,VICTIM,5706,32,MALE
MP20005395 - 460 (A) PC,MP20005395,"Feb 22, 2020, 1:13:24 PM","Feb 22, 2020, 1:13:24 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2705 STAFFORD WAY,MODESTO,CALIFORNIA,95350,-121.0021092,37.6797384,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY,2/22/2020,14,SUSPECT,5707,32,MALE
MP20005408 - 488 PC,MP20005408,"Feb 22, 2020, 2:20:40 PM","Feb 21, 2020, 10:30:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,513 BRUCE AVE,MO,NULL,95350,-120.9863776,37.67735431,0,0,0,NULL,MISDEMEANOR,2/22/2020,14,VICTIM,5708,32,FEMALE
MP20009631 - 10851 VC,MP20009631,"Apr 4, 2020, 5:23:00 PM","Mar 31, 2020, 12:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,SYLVAN AVE & OAKDALE RD,MODESTO,CALIFORNIA,95355,-120.9579777,37.68897933,1,0,0,NULL,FELONY,4/4/2020,20,SUSPECT,5709,32,MALE
MP20011521 - 273.5 (A) PC,MP20011521,"Apr 25, 2020, 1:15:00 AM","Apr 25, 2020, 1:15:00 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,NULL,95351,Confidential Location,Confidential Location,0,0,0,NULL,FELONY,4/25/2020,23,VICTIM,5710,32,FEMALE
MP20007215 - 273.5 (A) PC,MP20007215,"Mar 9, 2020, 4:19:41 PM","Mar 9, 2020, 4:00:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95351,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,3/9/2020,17,SUSPECT,5711,32,FEMALE
MP20007041 - 273.5 (A) PC,MP20007041,"Mar 7, 2020, 5:56:17 PM","Mar 7, 2020, 5:56:17 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95351,Confidential Location,Confidential Location,0,0,0,NULL,FELONY,3/7/2020,16,SUSPECT,5712,32,FEMALE
MP20011099 - 460 (B) PC,MP20011099,"Apr 21, 2020, 8:54:00 AM","Apr 20, 2020, 3:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3125 MC HENRY AVE,MODESTO,CALIFORNIA,95350,-120.9947567,37.68425269,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY,4/21/2020,23,VICTIM,5713,32,FEMALE
MP20003168 - 273.5 (A) PC,MP20003168,"Feb 1, 2020, 3:09:12 PM","Feb 1, 2020, 3:09:12 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,NULL,95350,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,2/1/2020,11,SUSPECT,5714,32,MALE
MP20003168 - 245 (A)(4) PC,MP20003168,"Feb 1, 2020, 3:09:12 PM","Feb 1, 2020, 3:09:12 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,1800 PRESCOTT RD,MO,NULL,95350,-121.0301416,37.67208866,1,0,0,NULL,FELONY,2/1/2020,11,SUSPECT,5714,32,MALE
MP20008952 - 10851 VC,MP20008952,"Mar 27, 2020, 11:51:00 PM","Mar 27, 2020, 11:29:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,311 N SANTA CRUZ AVE,MODESTO,CALIFORNIA,95354,-120.9746482,37.6423133,0,0,0,NULL,FELONY,3/27/2020,19,VICTIM,5715,32,MALE
MP20001212 - 10851 VC,MP20001212,"Jan 14, 2020, 8:57:30 AM","Jan 13, 2020, 7:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,801 BENSON AVE,MODESTO,CALIFORNIA,95354,-120.9729651,37.62696412,1,0,0,NULL,FELONY,1/14/2020,9,VICTIM,5716,32,MALE
MP20005613 - 215 (A) PC,MP20005613,"Feb 24, 2020, 1:16:11 PM","Feb 24, 2020, 1:16:11 PM",215 (A) PC,215 (A) PC CARJACKING 03 Robbery 937,104 PARK AVE,MODESTO,CALIFORNIA,95354,-120.9988487,37.64586862,1,0,0,NULL,FELONY,2/24/2020,15,VICTIM,5717,32,MALE
MP20008309 - 243 (E)(1) PC,MP20008309,"Mar 20, 2020, 12:28:45 PM","Mar 20, 2020, 12:28:45 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,NULL,NULL,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,3/20/2020,18,SUSPECT,5718,32,MALE
MP20005522 - 451 (D) PC,MP20005522,"Feb 23, 2020, 2:53:00 PM","Feb 21, 2020, 2:00:00 PM",451 (D) PC,451 (D) PC ARSON:PROPERTY 08 Arson 2137,947 EL VECINO AVE,MO,NULL,95350,-120.9804994,37.65644195,0,0,0,NULL,FELONY,2/23/2020,14,VICTIM,5719,32,FEMALE
MP20005522 - 10851 VC,MP20005522,"Feb 23, 2020, 2:53:00 PM","Feb 21, 2020, 2:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,947 EL VECINO AVE,MO,NULL,95350,-120.9804994,37.65644195,0,0,0,NULL,FELONY,2/23/2020,14,VICTIM,5719,32,FEMALE
MP20007106 - 10851 VC,MP20007106,"Mar 8, 2020, 3:32:00 PM","Mar 7, 2020, 11:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,701 GLEN ARBOR WAY,MO,NULL,95358,-121.0015886,37.59690321,0,0,0,NULL,FELONY,3/8/2020,16,VICTIM,5720,32,MALE
MP20009038 - 245 (A)(4) PC,MP20009038,"Mar 28, 2020, 9:33:22 PM","Mar 28, 2020, 9:33:22 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,419 CALIFORNIA AVE,MO,CALIFORNIA,NULL,-121.0127018,37.63174263,1,0,0,NULL,FELONY,3/28/2020,19,SUSPECT,5721,32,MALE
MP20009178 - 664 /187 (A) PC,MP20009178,"Mar 30, 2020, 9:28:37 AM","Mar 30, 2020, 9:25:00 AM",664 /187 (A) PC,664 /187 (A) PC ATTEMPTED MURDER 04 Aggravated Assault 2897,157 E COOLIDGE AVE,MODESTO,CALIFORNIA,95350,-120.9914407,37.66611416,0,0,0,NULL,FELONY,3/30/2020,20,VICTIM,5722,32,MALE
MP20007769 - 273.5 (A) PC,MP20007769,"Mar 14, 2020, 1:33:42 PM","Mar 14, 2020, 1:33:42 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,NULL,95354,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,3/14/2020,17,SUSPECT,5723,32,MALE
MP20007769 - 245 (A)(4) PC,MP20007769,"Mar 14, 2020, 1:33:42 PM","Mar 14, 2020, 1:33:42 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: MISD 04 Aggravated Assault 1235,1729 HILLSIDE DR,MO,NULL,95354,-120.9671615,37.62494058,1,0,0,NULL,FELONY,3/14/2020,17,SUSPECT,5723,32,MALE
MP20011822 - 243 (E)(1) PC,MP20011822,"Apr 27, 2020, 11:44:23 PM","Apr 27, 2020, 11:44:23 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,4/27/2020,24,VICTIM,5724,32,MALE
MP20007788 - 460 (B) PC,MP20007788,"Mar 14, 2020, 4:50:23 PM","Mar 6, 2020, 9:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,915 YOSEMITE BLVD,MODESTO,CALIFORNIA,95354,-120.9782003,37.63849104,0,0,0,NON-RESIDENCE - UNKNOWN,FELONY,3/14/2020,17,VICTIM,5725,32,FEMALE
MP20010049 - 487 (A) PC,MP20010049,"Apr 9, 2020, 10:06:36 AM","Mar 30, 2020, 8:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,209 WALNUT ST,MODESTO,CALIFORNIA,95351,NULL,NULL,1,0,0,NULL,FELONY,4/9/2020,21,VICTIM,5726,32,FEMALE
MP20010079 - 243 (E)(1) PC,MP20010079,"Apr 9, 2020, 8:30:16 PM","Apr 9, 2020, 8:30:16 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,1,0,0,NULL,MISDEMEANOR,4/9/2020,21,VICTIM,5727,32,MALE
MP20006781 - 488 PC,MP20006781,"Mar 5, 2020, 2:47:16 PM","Mar 5, 2020, 8:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,3601 PELANDALE AVE,MO,CALIFORNIA,NULL,-121.0623444,37.70041592,1,0,0,NULL,MISDEMEANOR,3/5/2020,16,SUSPECT,5728,31,MALE
MP20007135 - 243 (E)(1) PC,MP20007135,"Mar 9, 2020, 12:47:30 AM","Mar 8, 2020, 11:30:00 PM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,1,1,0,NULL,MISDEMEANOR,3/9/2020,17,VICTIM,5729,31,MALE
MP20002801 - 243 (E)(1) PC,MP20002801,"Jan 29, 2020, 7:16:42 AM","Jan 29, 2020, 7:00:00 AM",243 (E)(1) PC,243 (E)(1) PC BATTERY ON NONCOHABITATING FORMER SPOUSE/ETC 09 Other Assaults 1193,Confidential Location,MODESTO,CALIFORNIA,95355,Confidential Location,Confidential Location,0,1,0,NULL,MISDEMEANOR,1/29/2020,11,SUSPECT,5730,31,MALE
MP20006617 - 273.5 (A) PC,MP20006617,"Mar 4, 2020, 5:00:00 AM","Mar 4, 2020, 5:00:00 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,3/4/2020,16,VICTIM,5731,31,MALE
MP20011584 - 273.5 (A) PC,MP20011584,"Apr 25, 2020, 4:26:49 PM","Apr 25, 2020, 4:26:49 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95354,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,4/25/2020,23,VICTIM,5732,32,FEMALE
MP20011584 - 245 (A)(4) PC,MP20011584,"Apr 25, 2020, 4:26:49 PM","Apr 25, 2020, 4:26:49 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,9TH ST & I ST,MODESTO,CALIFORNIA,95354,-121.0001231,37.6388105,1,0,0,NULL,FELONY,4/25/2020,23,VICTIM,5732,32,FEMALE
MP20005767 - 460 (A) PC,MP20005767,"Feb 25, 2020, 9:16:47 PM","Feb 25, 2020, 9:16:47 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,500 TOKAY AVE,MODESTO,CALIFORNIA,95350,-120.9875658,37.67246336,0,0,0,"RESIDENCE - DAY (6AM - 6PM),RESIDENCE - NIGHT (6PM - 6AM)",FELONY,2/25/2020,15,VICTIM,5733,31,MALE
MP20004069 - 488 PC,MP20004069,"Feb 10, 2020, 9:48:19 AM","Feb 8, 2020, 2:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,500 PRIMO WAY,MODESTO,CALIFORNIA,95358,-120.9885166,37.60639559,0,0,0,NULL,MISDEMEANOR,2/10/2020,13,VICTIM,5734,31,MALE
MP20000502 - 211 PC,MP20000502,"Jan 6, 2020, 5:58:57 PM","Jan 6, 2020, 5:58:57 PM",211 PC,211 PC ROBBERY 03 Robbery 853,2001 MC HENRY AVE,MO,NULL,NULL,-120.9957378,37.67194986,0,0,0,NULL,FELONY,1/6/2020,8,VICTIM,5735,31,FEMALE
MP20800401 - 488 PC,MP20800401,"Feb 7, 2020, 11:18:00 AM","Jan 27, 2020, 12:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1803 FLOYD AVE,MODESTO,CALIFORNIA,95355,-120.9665843,37.67823043,0,0,0,NULL,MISDEMEANOR,2/7/2020,12,VICTIM,5736,31,MALE
MP20010902 - 273.5 (A) PC,MP20010902,"Apr 18, 2020, 10:17:35 PM","Apr 18, 2020, 10:17:35 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,4/18/2020,22,SUSPECT,5737,31,FEMALE
MP20010902 - 245 (A)(1) PC,MP20010902,"Apr 18, 2020, 10:17:35 PM","Apr 18, 2020, 10:17:35 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,432 BALBOA WAY,MODESTO,CALIFORNIA,95350,-120.999195,37.66504564,1,0,0,NULL,FELONY,4/18/2020,22,SUSPECT,5737,31,FEMALE
MP20004840 - 273.5 (A) PC,MP20004840,"Feb 19, 2020, 12:05:12 PM","Feb 19, 2020, 12:05:12 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,2/19/2020,14,SUSPECT,5738,31,MALE
MP20004840 - 245 (A)(4) PC,MP20004840,"Feb 19, 2020, 12:05:12 PM","Feb 19, 2020, 12:05:12 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,1009 MC HENRY AVE,MO,CALIFORNIA,95350,-120.994258,37.65768693,1,0,0,NULL,FELONY,2/19/2020,14,SUSPECT,5738,31,MALE
MP20005344 - 460(B) PC,MP20005344,"Feb 22, 2020, 1:01:42 AM","Feb 22, 2020, 12:55:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1712 CARVER RD,MODESTO,CALIFORNIA,95350,-121.0214751,37.67003889,0,0,0,NULL,FELONY,2/22/2020,14,VICTIM,5739,31,MALE
MP20006072 - 10851 VC,MP20006072,"Feb 28, 2020, 8:33:00 AM","Feb 27, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,105 RITA CT,MO,NULL,95351,-120.9909821,37.6163744,0,0,0,NULL,FELONY,2/28/2020,15,VICTIM,5740,31,FEMALE
MP20800046 - 488 PC,MP20800046,"Jan 5, 2020, 4:24:00 AM","Jan 5, 2020, 4:15:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,301 TRAVIS LN,MODESTO,CALIFORNIA,95351,-121.0192519,37.64135551,0,0,0,NULL,MISDEMEANOR,1/5/2020,7,VICTIM,5741,31,FEMALE
MP20011629 - 273.5 (A) PC,MP20011629,"Apr 26, 2020, 3:59:36 AM","Apr 26, 2020, 3:59:36 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MODESTO,CALIFORNIA,95350,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,4/26/2020,23,SUSPECT,5742,31,FEMALE
MP20011742 - 10851 VC,MP20011742,"Apr 27, 2020, 11:05:00 AM","Apr 26, 2020, 5:15:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2205 BARNVIEW DR,MODESTO,CALIFORNIA,95355,-120.951226,37.67500806,0,0,0,NULL,FELONY,4/27/2020,24,VICTIM,5743,31,FEMALE
MP20001628 - 273.5 (A) PC,MP20001628,"Jan 17, 2020, 10:19:10 PM","Jan 17, 2020, 10:19:10 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,Confidential Location,MO,NULL,95351,Confidential Location,Confidential Location,1,0,0,NULL,FELONY,1/17/2020,9,VICTIM,5744,31,FEMALE
MP20001628 - 245 (A)(4) PC,MP20001628,"Jan 17, 2020, 10:19:10 PM","Jan 17, 2020, 10:19:10 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,323 MAPLE ST,MO,NULL,95351,-121.0114493,37.63747273,1,0,0,NULL,FELONY,1/17/2020,9,VICTIM,5744,31,FEMALE
