CID,Number,dateReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,longitude,latitude,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor,dateIncident,weekNumber,involvementType,personID,age,sex
MP20008062 - 460(B) PC,MP20008062,"Mar 17, 2020, 4:17:15 PM","Mar 16, 2020, 6:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3420 SHAWNEE DR,MODESTO,CALIFORNIA,95350,-121.0272574,37.68822774,0,0,0,NULL,FELONY,3/17/2020,18,SUSPECT,7893,UNK,UNKNOWN
MP20008039 - 460(B) PC,MP20008039,"Mar 17, 2020, 11:46:56 AM","Mar 17, 2020, 11:46:56 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2213 YOSEMITE BLVD,MODESTO,CALIFORNIA,95354,-120.9564486,37.6385284,0,0,0,NULL,FELONY,3/17/2020,18,SUSPECT,7894,UNK,UNKNOWN
MP20800730 - 460(B) PC,MP20800730,"Mar 16, 2020, 10:38:00 PM","Mar 16, 2020, 10:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1312 CLEVENGER DR,MODESTO,CALIFORNIA,95356,-121.0136054,37.69515829,0,0,0,NULL,FELONY,3/16/2020,18,SUSPECT,7895,UNK,UNKNOWN
MP20800705 - 460(B) PC,MP20800705,"Mar 13, 2020, 10:35:00 AM","Mar 13, 2020, 8:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,450 EL VISTA AVE,MODESTO,CALIFORNIA,95354,-120.9564026,37.64461402,0,0,0,NULL,FELONY,3/13/2020,17,SUSPECT,7896,UNK,UNKNOWN
MP20800707 - 460(B) PC,MP20800707,"Mar 14, 2020, 10:47:00 AM","Mar 13, 2020, 1:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,MODESTO AVE & JOHNSON ST,MODESTO,CALIFORNIA,95354,-120.9914895,37.64963738,0,0,0,NULL,FELONY,3/14/2020,17,SUSPECT,7897,UNK,UNKNOWN
MP20800710 - 460(B) PC,MP20800710,"Mar 15, 2020, 8:55:00 AM","Mar 14, 2020, 8:45:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,W W GRANGER AVE & CALLE DE ROSAS,MODESTO,CALIFORNIA,95350,-121.0014345,37.66744289,0,0,0,NULL,FELONY,3/15/2020,17,SUSPECT,7898,UNK,UNKNOWN
MP20800709 - 460(B) PC,MP20800709,"Mar 14, 2020, 9:22:00 PM","Mar 14, 2020, 3:15:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1200 MAZE BLVD,MODESTO,CALIFORNIA,95351,-121.0254207,37.63766431,0,0,0,NULL,FELONY,3/14/2020,17,SUSPECT,7899,UNK,UNKNOWN
MP20800712 - 460(B) PC,MP20800712,"Mar 15, 2020, 1:09:00 PM","Mar 15, 2020, 8:40:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,ROSELLE AVE & FLOYD AVE,MODESTO,CALIFORNIA,95355,-120.9396171,37.67833255,0,0,0,NULL,FELONY,3/15/2020,17,SUSPECT,7900,UNK,UNKNOWN
MP20800713 - 460(B) PC,MP20800713,"Mar 15, 2020, 1:12:00 PM","Mar 14, 2020, 11:20:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2434 MILLER AVE,MODESTO,CALIFORNIA,95354,-120.9508173,37.63998804,0,0,0,NULL,FELONY,3/15/2020,17,SUSPECT,7901,UNK,UNKNOWN
MP20800721 - 460(B) PC,MP20800721,"Mar 16, 2020, 12:26:00 PM","Mar 14, 2020, 12:20:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,IMPERIAL AVE & CROWS LANDING RD,MODESTO,CALIFORNIA,95358,-120.9935416,37.60071593,0,0,0,NULL,FELONY,3/16/2020,18,SUSPECT,7902,UNK,UNKNOWN
MP20800724 - 460(B) PC,MP20800724,"Mar 16, 2020, 12:13:00 PM","Mar 13, 2020, 8:05:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,IMPERIAL,MODESTO,CALIFORNIA,NULL,NULL,NULL,0,0,0,NULL,FELONY,3/16/2020,18,SUSPECT,7903,UNK,UNKNOWN
MP20800734 - 460(B) PC,MP20800734,"Mar 17, 2020, 11:24:00 PM","Mar 17, 2020, 6:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1229 BRIGHTON AVE,MODESTO,CALIFORNIA,95355,-120.9735367,37.66048877,0,0,0,NULL,FELONY,3/17/2020,18,SUSPECT,7904,UNK,UNKNOWN
MP20008181 - 460(B) PC,MP20008181,"Mar 18, 2020, 10:49:00 PM","Mar 18, 2020, 9:42:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1312 HELD DR,MODESTO,CALIFORNIA,95355,-120.9130261,37.66325559,0,0,0,NULL,FELONY,3/18/2020,18,SUSPECT,7905,UNK,MALE
MP20008306 - 460(B) PC,MP20008306,"Mar 20, 2020, 11:52:51 AM","Mar 20, 2020, 10:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2501 JASMIN AVE,MODESTO,CALIFORNIA,95350,-120.9892598,37.67733153,0,0,0,NULL,FELONY,3/20/2020,18,SUSPECT,7906,UNK,UNKNOWN
MP20008306 - 460 (A) PC,MP20008306,"Mar 20, 2020, 11:52:51 AM","Mar 20, 2020, 10:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2501 JASMIN AVE,MODESTO,CALIFORNIA,95350,-120.9892598,37.67733153,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY,3/20/2020,18,SUSPECT,7906,UNK,UNKNOWN
MP20008314 - 460(B) PC,MP20008314,"Mar 20, 2020, 11:37:43 AM","Mar 19, 2020, 10:53:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1240 N 9TH ST,MODESTO,CALIFORNIA,95350,-121.0271299,37.66115232,1,0,0,NULL,FELONY,3/20/2020,18,SUSPECT,7907,UNK,MALE
MP20008190 - 460(B) PC,MP20008190,"Mar 19, 2020, 8:25:58 AM","Mar 19, 2020, 8:25:58 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3712 MASERATI DR,MO,NULL,95356,-120.9769216,37.69349671,0,0,0,NULL,FELONY,3/19/2020,18,SUSPECT,7908,UNK,UNKNOWN
MP20008340 - 460(B) PC,MP20008340,"Mar 20, 2020, 6:29:55 PM","Mar 20, 2020, 6:29:55 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2225 PLAZA PARKWAY,MODESTO,CALIFORNIA,95350,-121.0361201,37.67250793,0,0,0,NULL,FELONY,3/20/2020,18,SUSPECT,7909,UNK,MALE
MP20008465 - 460(B) PC,MP20008465,"Mar 22, 2020, 1:20:00 PM","Mar 21, 2020, 10:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2112 FLOYD AVE,MODESTO,CALIFORNIA,95355,-120.9595553,37.67802053,0,0,0,NULL,FELONY,3/22/2020,18,SUSPECT,7910,UNK,UNKNOWN
MP20008462 - 460(B) PC,MP20008462,"Mar 22, 2020, 12:46:00 PM","Mar 21, 2020, 10:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2112 FLOYD AVE,MODESTO,CALIFORNIA,95355,-120.9595553,37.67802053,0,0,0,NULL,FELONY,3/22/2020,18,SUSPECT,7911,UNK,UNKNOWN
MP20008455 - 460(B) PC,MP20008455,"Mar 22, 2020, 10:03:00 AM","Mar 21, 2020, 10:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3321 COULTERVILLE CT,MODESTO,CALIFORNIA,95354,-120.9320215,37.64617393,0,0,0,NULL,FELONY,3/22/2020,18,SUSPECT,7912,UNK,UNKNOWN
MP20008479 - 460(B) PC,MP20008479,"Mar 22, 2020, 5:32:00 PM","Mar 22, 2020, 11:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4121 DALE RD,MODESTO,CALIFORNIA,95356,-121.0507915,37.6993969,0,0,0,NULL,MISDEMEANOR,3/22/2020,18,SUSPECT,7913,UNK,UNKNOWN
MP20008560 - 460(B) PC,MP20008560,"Mar 23, 2020, 1:45:00 PM","Mar 19, 2020, 10:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1129 MCGUIRE DR,MODESTO,CALIFORNIA,95355,-120.952127,37.65898993,0,0,0,NULL,FELONY,3/23/2020,19,SUSPECT,7914,UNK,UNKNOWN
MP20008576 - 460(B) PC,MP20008576,"Mar 23, 2020, 5:33:25 PM","Mar 23, 2020, 4:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3300 DRY CREEK DR,MODESTO,CALIFORNIA,95354,-120.9330653,37.64880335,0,0,0,NULL,FELONY,3/23/2020,19,SUSPECT,7915,UNK,UNKNOWN
MP20008540 - 460(B) PC,MP20008540,"Mar 23, 2020, 11:31:05 AM","Mar 20, 2020, 10:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,401 JOHNSON ST,MODESTO,CALIFORNIA,95354,-120.9917316,37.65012316,0,0,0,NULL,FELONY,3/23/2020,19,SUSPECT,7916,UNK,UNKNOWN
MP20008009 - 460(B) PC,MP20008009,"Mar 17, 2020, 2:17:18 AM","Mar 17, 2020, 1:30:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1020 15TH ST,MODESTO,CALIFORNIA,95354,-120.996054,37.64484659,0,0,0,NULL,FELONY,3/17/2020,18,SUSPECT,7917,UNK,MALE
MP20008009 - 460(B) PC,MP20008009,"Mar 17, 2020, 2:17:18 AM","Mar 17, 2020, 1:30:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1020 15TH ST,MODESTO,CALIFORNIA,95354,-120.996054,37.64484659,0,0,0,NULL,FELONY,3/17/2020,18,SUSPECT,7918,UNK,MALE
MP20008261 - 460(B) PC,MP20008261,"Mar 19, 2020, 8:07:09 PM","Mar 19, 2020, 6:50:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1441 FLORIDA AVE,MODESTO,CALIFORNIA,95350,-120.9973394,37.6649435,0,0,0,NULL,MISDEMEANOR,3/19/2020,18,SUSPECT,7919,UNK,UNKNOWN
MP20008709 - 460(B) PC,MP20008709,"Mar 25, 2020, 12:07:16 PM","Mar 24, 2020, 12:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,405 ROSINA AVE,MODESTO,CALIFORNIA,95354,-120.968975,37.64394513,0,0,0,NULL,FELONY,3/25/2020,19,SUSPECT,7920,UNK,UNKNOWN
MP20008677 - 460(B) PC,MP20008677,"Mar 24, 2020, 10:02:24 PM","Mar 24, 2020, 10:02:24 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1441 FLORIDA AVE,MODESTO,CALIFORNIA,95350,-120.9973394,37.6649435,0,0,0,NULL,FELONY,3/24/2020,19,SUSPECT,7921,UNK,UNKNOWN
MP20008677 - 460(B) PC,MP20008677,"Mar 24, 2020, 10:02:24 PM","Mar 24, 2020, 10:02:24 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1441 FLORIDA AVE,MODESTO,CALIFORNIA,95350,-120.9973394,37.6649435,0,0,0,NULL,FELONY,3/24/2020,19,SUSPECT,7922,UNK,UNKNOWN
MP20008677 - 460(B) PC,MP20008677,"Mar 24, 2020, 10:02:24 PM","Mar 24, 2020, 10:02:24 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1441 FLORIDA AVE,MODESTO,CALIFORNIA,95350,-120.9973394,37.6649435,0,0,0,NULL,FELONY,3/24/2020,19,SUSPECT,7923,UNK,MALE
MP20008677 - 460(B) PC,MP20008677,"Mar 24, 2020, 10:02:24 PM","Mar 24, 2020, 10:02:24 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1441 FLORIDA AVE,MODESTO,CALIFORNIA,95350,-120.9973394,37.6649435,0,0,0,NULL,FELONY,3/24/2020,19,SUSPECT,7924,UNK,MALE
MP20008677 - 460(B) PC,MP20008677,"Mar 24, 2020, 10:02:24 PM","Mar 24, 2020, 10:02:24 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1441 FLORIDA AVE,MODESTO,CALIFORNIA,95350,-120.9973394,37.6649435,0,0,0,NULL,FELONY,3/24/2020,19,SUSPECT,7925,UNK,UNKNOWN
MP20008677 - 460(B) PC,MP20008677,"Mar 24, 2020, 10:02:24 PM","Mar 24, 2020, 10:02:24 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1441 FLORIDA AVE,MODESTO,CALIFORNIA,95350,-120.9973394,37.6649435,0,0,0,NULL,FELONY,3/24/2020,19,SUSPECT,7926,UNK,UNKNOWN
MP20008764 - 460(B) PC,MP20008764,"Mar 26, 2020, 12:50:00 AM","Mar 25, 2020, 2:20:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2325 ST PAULS WAY,MODESTO,CALIFORNIA,95355,-120.9544677,37.6654754,0,0,0,NULL,FELONY,3/26/2020,19,SUSPECT,7927,UNK,UNKNOWN
MP20008764 - 460(B) PC,MP20008764,"Mar 26, 2020, 12:50:00 AM","Mar 25, 2020, 2:20:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2325 ST PAULS WAY,MODESTO,CALIFORNIA,95355,-120.9544677,37.6654754,0,0,0,NULL,FELONY,3/26/2020,19,SUSPECT,7928,UNK,UNKNOWN
MP20008775 - 460(B) PC,MP20008775,"Mar 26, 2020, 8:53:00 AM","Mar 25, 2020, 9:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3120 PELANDALE AVE,MODESTO,CALIFORNIA,95356,-121.0530008,37.69937359,0,0,0,NULL,FELONY,3/26/2020,19,SUSPECT,7929,UNK,UNKNOWN
MP20800793 - 460(B) PC,MP20800793,"Mar 24, 2020, 9:34:00 PM","Mar 24, 2020, 5:20:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,COFFEE RD & SCENIC DR,MODESTO,CALIFORNIA,95355,-120.9755442,37.64899453,0,0,0,NULL,FELONY,3/24/2020,19,SUSPECT,7930,UNK,UNKNOWN
MP20800791 - 460(B) PC,MP20800791,"Mar 24, 2020, 11:10:00 PM","Mar 24, 2020, 8:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2345 SCENIC DR,MODESTO,CALIFORNIA,95355,-120.9543971,37.65431048,0,0,0,NULL,FELONY,3/24/2020,19,SUSPECT,7931,UNK,UNKNOWN
MP20800744 - 460(B) PC,MP20800744,"Mar 19, 2020, 12:22:00 PM","Mar 13, 2020, 2:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4000 DIVAN CT,MODESTO,CALIFORNIA,95356,-121.0250579,37.69763159,0,0,0,NULL,FELONY,3/19/2020,18,SUSPECT,7932,UNK,UNKNOWN
MP20800744 - 460(B) PC,MP20800744,"Mar 19, 2020, 12:22:00 PM","Mar 13, 2020, 2:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4000 DIVAN CT,MODESTO,CALIFORNIA,95356,-121.0250579,37.69763159,0,0,0,NULL,FELONY,3/19/2020,18,SUSPECT,7933,UNK,UNKNOWN
MP20800749 - 460(B) PC,MP20800749,"Mar 21, 2020, 8:05:00 AM","Mar 20, 2020, 11:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,204 WARREN WAY,MODESTO,CALIFORNIA,95356,-120.9930307,37.69110625,0,0,0,NULL,FELONY,3/21/2020,18,SUSPECT,7934,UNK,UNKNOWN
MP20800748 - 460(B) PC,MP20800748,"Mar 21, 2020, 11:23:00 AM","Mar 21, 2020, 11:15:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3316 SHERWOOD AVE,MODESTO,CALIFORNIA,95350,-120.9971623,37.68651321,0,0,0,NULL,FELONY,3/21/2020,18,SUSPECT,7935,UNK,UNKNOWN
MP20800776 - 460(B) PC,MP20800776,"Feb 5, 2020, 2:45:00 PM","Feb 5, 2020, 8:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1209 ROSELAWN AVE,MODESTO,CALIFORNIA,95351,-121.0064228,37.61382387,0,0,0,NULL,FELONY,2/5/2020,12,SUSPECT,7936,UNK,UNKNOWN
MP20800772 - 460(B) PC,MP20800772,"Mar 22, 2020, 7:53:00 PM","Mar 21, 2020, 3:35:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2929 FLOYD AVE,MODESTO,CALIFORNIA,95355,-120.9409911,37.67832497,0,0,0,NULL,FELONY,3/22/2020,18,SUSPECT,7937,UNK,UNKNOWN
MP20800799 - 460(B) PC,MP20800799,"Mar 4, 2020, 12:12:00 PM","Mar 3, 2020, 7:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,426 CORONADO WAY,MODESTO,CALIFORNIA,95350,-120.9989572,37.6643272,0,0,0,NULL,FELONY,3/4/2020,16,SUSPECT,7938,UNK,UNKNOWN
MP20008928 - 460(B) PC,MP20008928,"Mar 27, 2020, 5:29:00 PM","Mar 22, 2020, 2:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,618 17TH ST,MODESTO,CALIFORNIA,95354,-120.9893698,37.64238408,0,0,0,NON-RESIDENCE - UNKNOWN,FELONY,3/27/2020,19,SUSPECT,7939,UNK,UNKNOWN
MP20008354 - 460(B) PC,MP20008354,"Mar 20, 2020, 8:49:53 PM","Mar 20, 2020, 8:49:53 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3505 BRIDGEFORD LN,MODESTO,CALIFORNIA,95356,-120.9922425,37.68957432,0,0,0,NULL,FELONY,3/20/2020,18,SUSPECT,7940,UNK,UNKNOWN
MP20008352 - 460(B) PC,MP20008352,"Mar 20, 2020, 8:31:41 PM","Mar 20, 2020, 8:31:41 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,204 WARREN WAY,MODESTO,CALIFORNIA,95356,-120.9926224,37.69095629,0,0,0,NULL,FELONY,3/20/2020,18,SUSPECT,7941,UNK,UNKNOWN
MP20008962 - 460(B) PC,MP20008962,"Mar 28, 2020, 2:58:02 AM","Mar 28, 2020, 2:58:02 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3716 DILLINGHAM AVE,MODESTO,CALIFORNIA,95357,-120.9246251,37.6473777,0,0,0,NULL,FELONY,3/28/2020,19,SUSPECT,7942,UNK,UNKNOWN
MP20008965 - 460(B) PC,MP20008965,"Mar 28, 2020, 3:58:35 AM","Mar 28, 2020, 3:58:35 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1619 SILKWOOD DR,MODESTO,CALIFORNIA,95350,-121.0174652,37.6685971,0,0,0,NULL,FELONY,3/28/2020,19,SUSPECT,7943,UNK,MALE
MP20008881 - 460(B) PC,MP20008881,"Mar 27, 2020, 5:46:12 AM","Mar 27, 2020, 2:45:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1101 GORHAM AVE,MODESTO,CALIFORNIA,95350,-120.9798289,37.66674988,0,0,0,NULL,FELONY,3/27/2020,19,SUSPECT,7944,UNK,MALE
MP20009125 - 460(B) PC,MP20009125,"Mar 29, 2020, 6:39:00 PM","Mar 29, 2020, 3:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,"GARST RD, MO / CLAUS RD, MO ( 43/E3 )",MODESTO,CALIFORNIA,NULL,-120.9211298,37.6525004,0,0,0,NULL,FELONY,3/29/2020,19,SUSPECT,7945,UNK,UNKNOWN
MP20008281 - 460(B) PC,MP20008281,"Mar 20, 2020, 4:51:30 AM","Mar 20, 2020, 4:44:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,410 PARK AVE,MO,NULL,95354,-120.9979747,37.64967848,0,0,0,NULL,FELONY,3/20/2020,18,SUSPECT,7946,UNK,UNKNOWN
MP20009142 - 460(B) PC,MP20009142,"Mar 29, 2020, 11:15:06 PM","Mar 23, 2020, 3:15:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2345 SCENIC DR,MO,CALIFORNIA,NULL,-120.9543841,37.65430544,0,0,0,NULL,FELONY,3/29/2020,19,SUSPECT,7947,UNK,UNKNOWN
MP20009141 - 460(B) PC,MP20009141,"Mar 29, 2020, 10:50:05 PM","Mar 29, 2020, 9:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2345 SCENIC DR,MO,CALIFORNIA,NULL,-120.9543841,37.65430544,0,0,0,NULL,FELONY,3/29/2020,19,SUSPECT,7948,UNK,UNKNOWN
MP20009140 - 460(B) PC,MP20009140,"Mar 29, 2020, 10:31:25 PM","Mar 29, 2020, 9:56:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1108 LEXINGTON DR,MODESTO,CALIFORNIA,95350,-121.0099585,37.68331071,0,0,0,NULL,FELONY,3/29/2020,19,SUSPECT,7949,UNK,UNKNOWN
MP20800814 - 460(B) PC,MP20800814,"Mar 27, 2020, 12:56:00 PM","Mar 27, 2020, 12:05:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,HONEYSUCKLE,MODESTO,CALIFORNIA,NULL,NULL,NULL,0,0,0,NULL,FELONY,3/27/2020,19,SUSPECT,7950,UNK,UNKNOWN
MP20800816 - 460(B) PC,MP20800816,"Mar 27, 2020, 7:54:00 AM","Mar 27, 2020, 2:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3020 SHERWOOD AVE,MODESTO,CALIFORNIA,95350,-120.9979089,37.6820957,0,0,0,NULL,FELONY,3/27/2020,19,SUSPECT,7951,UNK,UNKNOWN
MP20800813 - 460(B) PC,MP20800813,"Mar 27, 2020, 3:18:00 AM","Mar 27, 2020, 2:15:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,SNYDER,MODESTO,CALIFORNIA,NULL,NULL,NULL,0,0,0,NULL,FELONY,3/27/2020,19,SUSPECT,7952,UNK,UNKNOWN
MP20800807 - 460(B) PC,MP20800807,"Mar 26, 2020, 2:16:00 PM","Mar 26, 2020, 10:50:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1217 10TH ST,MODESTO,CALIFORNIA,95354,-121.0028666,37.64256484,0,0,0,NULL,FELONY,3/26/2020,19,SUSPECT,7953,UNK,UNKNOWN
MP20800811 - 460(B) PC,MP20800811,"Mar 25, 2020, 4:45:00 PM","Mar 25, 2020, 3:30:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4620 VIA ALTURA,MODESTO,CALIFORNIA,95357,-120.909621,37.66383133,0,0,0,NULL,FELONY,3/25/2020,19,SUSPECT,7954,UNK,UNKNOWN
MP20800832 - 460(B) PC,MP20800832,"Mar 29, 2020, 9:13:00 PM","Mar 28, 2020, 6:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,601 ROXBURY LN,MODESTO,CALIFORNIA,95350,-121.0007714,37.68000201,0,0,0,NULL,FELONY,3/29/2020,19,SUSPECT,7955,UNK,UNKNOWN
MP20009163 - 460(B) PC,MP20009163,"Mar 30, 2020, 9:10:00 AM","Mar 29, 2020, 10:15:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3825 MARIGOLD LN,MODESTO,CALIFORNIA,95356,-120.9989975,37.69360422,0,0,0,NULL,FELONY,3/30/2020,20,SUSPECT,7956,UNK,UNKNOWN
MP20009163 - 460 (A) PC,MP20009163,"Mar 30, 2020, 9:10:00 AM","Mar 29, 2020, 10:15:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3825 MARIGOLD LN,MODESTO,CALIFORNIA,95356,-120.9989975,37.69360422,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY,3/30/2020,20,SUSPECT,7956,UNK,UNKNOWN
MP20009183 - 460(B) PC,MP20009183,"Mar 30, 2020, 10:30:00 AM","Mar 30, 2020, 1:57:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3437 OSBORNE DR,MODESTO,CALIFORNIA,95350,-120.9828508,37.68745935,0,0,0,NULL,FELONY,3/30/2020,20,SUSPECT,7957,UNK,MALE
MP20009183 - 460(B) PC,MP20009183,"Mar 30, 2020, 10:30:00 AM","Mar 30, 2020, 1:57:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3437 OSBORNE DR,MODESTO,CALIFORNIA,95350,-120.9828508,37.68745935,0,0,0,NULL,FELONY,3/30/2020,20,SUSPECT,7958,UNK,MALE
MP20800836 - 460(B) PC,MP20800836,"Mar 28, 2020, 4:38:00 PM","Mar 28, 2020, 1:15:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,GOMES,MODESTO,CALIFORNIA,NULL,NULL,NULL,0,0,0,NULL,FELONY,3/28/2020,19,SUSPECT,7959,UNK,UNKNOWN
MP20009246 - 460(B) PC,MP20009246,"Mar 31, 2020, 8:15:57 AM","Mar 31, 2020, 5:50:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,165 N MORTON BLVD,MO,CALIFORNIA,95354,-120.9857228,37.64092114,0,0,0,NULL,FELONY,3/31/2020,20,SUSPECT,7960,UNK,UNKNOWN
MP20009246 - 460(B) PC,MP20009246,"Mar 31, 2020, 8:15:57 AM","Mar 31, 2020, 5:50:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,165 N MORTON BLVD,MO,CALIFORNIA,95354,-120.9857228,37.64092114,0,0,0,NULL,FELONY,3/31/2020,20,SUSPECT,7961,UNK,UNKNOWN
