year,state_abbr,type,population,incidents,unemp
1993,WA,homicide,5255000,271,0.073
1993,WI,homicide,5038000,222,0.048
1993,WV,homicide,1820000,126,0.106
1993,WY,homicide,470000,16,0.054
1994,AK,homicide,606000,38,0.076
1994,AL,homicide,4219000,501,0.062
1994,AR,homicide,2453000,294,0.054
1994,AZ,homicide,4075000,426,0.062
1994,CA,homicide,31431000,3703,0.086
1994,CO,homicide,3656000,199,0.043
1994,CT,homicide,3275000,215,0.056
1994,DC,homicide,570000,399,0.08
1994,DE,homicide,706000,33,0.048
1994,FL,homicide,13953000,1165,0.065
1994,GA,homicide,7055000,703,0.052
1994,HI,homicide,1179000,50,0.055
1994,IA,homicide,2829000,47,0.035
1994,ID,homicide,1133000,40,0.054
1994,IL,homicide,11752000,1378,0.058
1994,IN,homicide,5752000,453,0.049
1994,KS,homicide,2554000,170,0.049
1994,KY,homicide,3827000,244,0.054
1994,LA,homicide,4315000,856,0.079
1994,MA,homicide,6041000,214,0.061
1994,MD,homicide,5006000,579,0.053
1994,ME,homicide,1240000,28,0.07
1994,MI,homicide,9496000,927,0.06
1994,MN,homicide,4567000,147,0.041
1994,MO,homicide,5278000,554,0.051
1994,MT,homicide,856000,28,0.053
1994,NC,homicide,7070000,772,0.044
1994,ND,homicide,638000,1,0.037
1994,NE,homicide,1623000,51,0.027
1994,NH,homicide,1137000,16,0.047
1994,NJ,homicide,7904000,396,0.068
1994,NM,homicide,1654000,177,0.065
1994,NV,homicide,1457000,170,0.062
1994,NY,homicide,18169000,2016,0.07
1994,OH,homicide,11102000,662,0.056
1994,OK,homicide,3258000,226,0.056
1994,OR,homicide,3086000,150,0.054
1994,PA,homicide,12052000,712,0.063
1994,RI,homicide,997000,41,0.069
1994,SC,homicide,3664000,353,0.062
1994,SD,homicide,721000,10,0.033
1994,TN,homicide,5175000,482,0.049
1994,TX,homicide,18378000,2022,0.065
1994,UT,homicide,1908000,56,0.038
1994,VA,homicide,6552000,571,0.049
1994,VT,homicide,580000,6,0.046
1994,WA,homicide,5343000,294,0.066
1994,WI,homicide,5082000,227,0.045
1994,WV,homicide,1822000,99,0.088
1994,WY,homicide,476000,16,0.05
1995,AK,homicide,604000,55,0.073
1995,AL,homicide,4253000,475,0.06
1995,AR,homicide,2484000,259,0.048
1995,AZ,homicide,4218000,439,0.054
1995,CA,homicide,31589000,3531,0.079
1995,CO,homicide,3747000,216,0.04
1995,CT,homicide,3275000,150,0.055
1995,DC,homicide,554000,360,0.088
1995,DE,homicide,717000,25,0.043
1995,FL,homicide,14166000,1037,0.055
1995,GA,homicide,7201000,683,0.048
1995,HI,homicide,1187000,56,0.059
1995,IA,homicide,2842000,51,0.035
1995,ID,homicide,1163000,48,0.054
1995,IL,homicide,11830000,1221,0.052
1995,IN,homicide,5803000,466,0.046
1995,KS,homicide,2565000,159,0.044
1995,KY,homicide,3860000,276,0.054
1995,LA,homicide,4342000,740,0.07
1995,MA,homicide,6074000,217,0.053
1995,MD,homicide,5042000,596,0.05
1995,ME,homicide,1241000,25,0.06
1995,MI,homicide,9549000,808,0.053
1995,MN,homicide,4610000,182,0.038
1995,MO,homicide,5324000,469,0.047
1995,MS,homicide,2697000,348,0.062
1995,MT,homicide,870000,35,0.057
1995,NC,homicide,7195000,677,0.043
1995,ND,homicide,641000,6,0.032
1995,NE,homicide,1637000,48,0.027
1995,NH,homicide,1148000,21,0.04
1995,NJ,homicide,7945000,409,0.064
1995,NM,homicide,1685000,148,0.066
1995,NV,homicide,1530000,163,0.056
1995,NY,homicide,18136000,1550,0.063
1995,OH,homicide,11151000,600,0.048
1995,OK,homicide,3278000,400,0.046
1995,OR,homicide,3141000,129,0.049
1995,PA,homicide,12072000,755,0.059
1995,RI,homicide,990000,33,0.063
1995,SC,homicide,3673000,292,0.052
1995,SD,homicide,729000,13,0.031
1995,TN,homicide,5256000,557,0.052
1995,TX,homicide,18724000,1693,0.061
1995,UT,homicide,1951000,76,0.035
1995,VA,homicide,6618000,503,0.045
1995,VT,homicide,585000,13,0.043
1995,WA,homicide,5431000,275,0.064
1995,WI,homicide,5123000,219,0.038
1995,WV,homicide,1828000,89,0.079
1995,WY,homicide,480000,10,0.048
1996,AK,homicide,607000,45,0.076
1996,AL,homicide,4273000,444,0.052
1996,AR,homicide,2510000,219,0.053
1996,AZ,homicide,4428000,377,0.056
1996,CA,homicide,31878000,2916,0.073
1996,CO,homicide,3823000,180,0.042
1996,CT,homicide,3274000,158,0.055
1996,DC,homicide,543000,397,0.084
1996,DE,homicide,725000,31,0.051
1996,FL,homicide,14400000,1077,0.051
1996,GA,homicide,7353000,630,0.047
1996,HI,homicide,1184000,40,0.063
1996,IA,homicide,2852000,53,0.035
1996,ID,homicide,1189000,43,0.053
1996,IL,homicide,11847000,1179,0.053
1996,IN,homicide,5841000,420,0.041
1996,KS,homicide,2572000,170,0.043
1996,KY,homicide,3884000,228,0.055
1996,LA,homicide,4351000,762,0.066
1996,MA,homicide,6092000,157,0.044
1996,MD,homicide,5072000,588,0.051
1996,ME,homicide,1243000,25,0.052
1996,MI,homicide,9594000,722,0.049
1996,MN,homicide,4658000,167,0.04
1996,MO,homicide,5359000,433,0.048
1996,MS,homicide,2716000,301,0.06
1996,MT,homicide,879000,34,0.053
1996,NC,homicide,7323000,619,0.043
1996,ND,homicide,644000,14,0.029
1996,NE,homicide,1652000,48,0.027
1996,NH,homicide,1162000,20,0.038
1996,NJ,homicide,7988000,338,0.062
1996,NM,homicide,1713000,197,0.072
1996,NV,homicide,1603000,220,0.05
1996,NY,homicide,18185000,1353,0.062
1996,OH,homicide,11173000,538,0.05
1996,OK,homicide,3301000,223,0.041
1996,OR,homicide,3204000,129,0.057
1996,PA,homicide,12056000,686,0.055
1996,RI,homicide,990000,25,0.055
1996,SC,homicide,3699000,332,0.058
1996,SD,homicide,732000,9,0.032
1996,TN,homicide,5320000,503,0.052
1996,TX,homicide,19128000,1477,0.057
1996,UT,homicide,2000000,63,0.034
1996,VA,homicide,6675000,500,0.045
1996,VT,homicide,589000,11,0.043
1996,WA,homicide,5533000,255,0.061
1996,WI,homicide,5160000,204,0.036
1996,WV,homicide,1826000,69,0.075
1996,WY,homicide,481000,16,0.049
1997,AK,homicide,609000,54,0.072
1997,AL,homicide,4319000,426,0.05
1997,AR,homicide,2523000,250,0.052
1997,AZ,homicide,4555000,375,0.046
1997,CA,homicide,32268000,2579,0.064
1997,CO,homicide,3893000,157,0.035
1997,CT,homicide,3270000,124,0.05
1997,DC,homicide,529000,301,0.08
1997,DE,homicide,732000,22,0.04
1997,FL,homicide,14654000,1012,0.048
1997,GA,homicide,7486000,563,0.046
1997,HI,homicide,1187000,47,0.062
1997,IA,homicide,2852000,52,0.031
1997,ID,homicide,1210000,39,0.052
1997,IL,homicide,11896000,1096,0.048
1997,IN,homicide,5864000,430,0.035
1997,KS,homicide,2595000,150,0.038
1997,KY,homicide,3908000,228,0.053
1997,LA,homicide,4352000,682,0.06
1997,MA,homicide,6118000,119,0.039
1997,MD,homicide,5094000,502,0.05
1997,ME,homicide,1242000,25,0.051
1997,MI,homicide,9774000,759,0.043
1997,MN,homicide,4686000,129,0.033
1997,MO,homicide,5402000,426,0.043
1997,MS,homicide,2731000,358,0.057
1997,MT,homicide,879000,42,0.053
1997,NC,homicide,7425000,614,0.038
1997,ND,homicide,641000,6,0.027
1997,NE,homicide,1657000,50,0.025
1997,NH,homicide,1173000,16,0.033
1997,NJ,homicide,8053000,337,0.053
1997,NM,homicide,1730000,134,0.063
1997,NV,homicide,1677000,187,0.044
1997,NY,homicide,18137000,1093,0.064
1997,OH,homicide,11186000,523,0.046
1997,OK,homicide,3317000,229,0.041
1997,OR,homicide,3243000,95,0.057
1997,PA,homicide,12020000,705,0.051
1997,RI,homicide,987000,25,0.052
1997,SC,homicide,3760000,314,0.046
1997,SD,homicide,738000,10,0.029
1997,TN,homicide,5368000,511,0.053
1997,TX,homicide,19439000,1327,0.053
1997,UT,homicide,2059000,50,0.032
1997,VA,homicide,6734000,488,0.038
1997,VT,homicide,589000,9,0.039
1997,WA,homicide,5610000,244,0.049
1997,WI,homicide,5170000,205,0.036
1997,WV,homicide,1816000,75,0.069
1997,WY,homicide,480000,17,0.048
1998,AK,homicide,614000,41,0.064
1998,AL,homicide,4352000,354,0.044
1998,AR,homicide,2538000,201,0.052
1998,AZ,homicide,4669000,376,0.043
1998,CA,homicide,32667000,2171,0.059
1998,CO,homicide,3971000,183,0.036
1998,CT,homicide,3274000,135,0.034
1998,DC,homicide,523000,260,0.084
1998,DE,homicide,744000,21,0.037
1998,FL,homicide,14916000,967,0.043
1998,GA,homicide,7642000,618,0.043
1998,HI,homicide,1193000,24,0.061
1998,IA,homicide,2862000,54,0.028
1998,ID,homicide,1229000,36,0.051
1998,IL,homicide,12045000,1008,0.044
1998,IN,homicide,5899000,454,0.031
1998,KS,homicide,2629000,173,0.035
1998,KY,homicide,3936000,237,0.046
1998,LA,homicide,4369000,560,0.057
1998,MA,homicide,6147000,124,0.033
1998,MD,homicide,5135000,513,0.044
1998,ME,homicide,1244000,26,0.045
1998,MI,homicide,9817000,721,0.039
1998,MN,homicide,4725000,121,0.027
1998,MO,homicide,5439000,399,0.042
1998,MS,homicide,2752000,315,0.053
1998,MT,homicide,880000,18,0.055
1998,NC,homicide,7546000,612,0.035
1998,ND,homicide,638000,7,0.029
1998,NE,homicide,1663000,51,0.026
1998,NH,homicide,1185000,18,0.028
1998,NJ,homicide,8115000,325,0.046
1998,NM,homicide,1737000,190,0.061
1998,NV,homicide,1747000,170,0.042
1998,NY,homicide,18175000,924,0.056
1998,OH,homicide,11209000,443,0.043
1998,OK,homicide,3347000,204,0.043
1998,OR,homicide,3282000,126,0.058
1998,PA,homicide,12001000,633,0.046
1998,RI,homicide,988000,24,0.046
1998,SC,homicide,3836000,306,0.038
1998,SD,homicide,738000,10,0.028
1998,TN,homicide,5431000,460,0.043
1998,TX,homicide,19760000,1346,0.049
1998,UT,homicide,2100000,65,0.037
1998,VA,homicide,6791000,422,0.029
1998,VT,homicide,591000,13,0.034
1998,WA,homicide,5689000,224,0.048
1998,WI,homicide,5224000,190,0.034
1998,WV,homicide,1811000,78,0.066
1998,WY,homicide,481000,23,0.047
1999,AK,homicide,619500,52,0.065
1999,AL,homicide,4369862,345,0.047
1999,AR,homicide,2551373,143,0.046
1999,AZ,homicide,4778332,384,0.044
1999,CA,homicide,33145121,2005,0.052
1999,CO,homicide,4056133,185,0.031
1999,CT,homicide,3282031,107,0.029
1999,DC,homicide,519000,241,0.064
1999,DE,homicide,753538,24,0.034
1999,FL,homicide,15111244,859,0.039
1999,GA,homicide,7788240,583,0.039
1999,HI,homicide,1185497,44,0.054
1999,IA,homicide,2869413,43,0.026
1999,ID,homicide,1251700,25,0.049
1999,IL,homicide,12128370,939,0.044
1999,IN,homicide,5942901,391,0.03
1999,KS,homicide,2654052,160,0.033
1999,KY,homicide,3960825,203,0.045
1999,LA,homicide,4372035,468,0.051
1999,MA,homicide,6175169,122,0.032
1999,MD,homicide,5171634,465,0.036
1999,ME,homicide,1253040,25,0.04
1999,MI,homicide,9863775,695,0.037
1999,MN,homicide,4775508,134,0.028
1999,MO,homicide,5468338,359,0.033
1999,MS,homicide,2768619,213,0.051
1999,MT,homicide,882779,22,0.053
1999,NC,homicide,7650789,552,0.032
1999,ND,homicide,633666,10,0.033
1999,NE,homicide,1666028,60,0.028
1999,NH,homicide,1201134,18,0.027
1999,NJ,homicide,8143412,287,0.045
1999,NM,homicide,1739844,170,0.056
1999,NV,homicide,1809253,165,0.04
1999,NY,homicide,18196601,903,0.052
1999,OH,homicide,11256654,397,0.043
1999,OK,homicide,3358044,231,0.035
1999,OR,homicide,3316154,88,0.055
1999,PA,homicide,11994016,592,0.044
1999,RI,homicide,990819,36,0.042
1999,SC,homicide,3885736,258,0.043
1999,SD,homicide,733133,18,0.027
1999,TN,homicide,5483535,391,0.04
1999,TX,homicide,20044141,1217,0.047
1999,UT,homicide,2129836,44,0.035
1999,VA,homicide,6872912,392,0.028
1999,VT,homicide,593740,17,0.03
1999,WA,homicide,5756361,171,0.049
1999,WI,homicide,5250446,179,0.031
1999,WV,homicide,1806928,79,0.065
1999,WY,homicide,479602,11,0.046
2000,AK,homicide,626932,27,0.064
2000,AL,homicide,4447100,329,0.046
2000,AR,homicide,2673400,168,0.043
2000,AZ,homicide,5130632,359,0.04
2000,CA,homicide,33871648,2079,0.049
2000,CO,homicide,4301261,134,0.028
2000,CT,homicide,3405565,98,0.024
2000,DC,homicide,572059,239,0.056
2000,DE,homicide,783600,25,0.037
2000,FL,homicide,15982378,903,0.037
2000,GA,homicide,8186453,651,0.036
2000,HI,homicide,1211537,35,0.043
2000,IA,homicide,2926324,46,0.026
2000,ID,homicide,1293953,16,0.047
2000,IL,homicide,12419293,898,0.043
2000,IN,homicide,6080485,352,0.031
2000,KS,homicide,2688418,169,0.036
2000,KY,homicide,4041769,193,0.042
2000,LA,homicide,4468976,560,0.053
2000,MA,homicide,6349097,125,0.027
2000,MD,homicide,5296486,430,0.036
2000,ME,homicide,1274923,15,0.034
2000,MI,homicide,9938444,669,0.036
2000,MN,homicide,4919479,151,0.032
2000,MO,homicide,5595211,347,0.036
2000,MS,homicide,2844658,255,0.054
2000,MT,homicide,902195,20,0.05
2000,NC,homicide,8049313,560,0.037
2000,ND,homicide,642200,4,0.03
2000,NE,homicide,1711263,63,0.028
2000,NH,homicide,1235786,22,0.027
2000,NJ,homicide,8414350,289,0.037
2000,NM,homicide,1819046,135,0.049
2000,NV,homicide,1998257,129,0.042
2000,NY,homicide,18976457,952,0.046
2000,OH,homicide,11353140,418,0.04
2000,OK,homicide,3450654,182,0.03
2000,OR,homicide,3421399,70,0.051
2000,PA,homicide,12281054,602,0.041
2000,RI,homicide,1048319,45,0.041
2000,SC,homicide,4012012,291,0.038
2000,SD,homicide,754844,7,0.025
2000,TN,homicide,5689283,410,0.039
2000,TX,homicide,20851820,1238,0.043
2000,UT,homicide,2233169,43,0.033
2000,VA,homicide,7078515,401,0.023
2000,VT,homicide,608827,9,0.028
2000,WA,homicide,5894121,196,0.052
2000,WI,homicide,5363675,169,0.035
2000,WV,homicide,1808344,46,0.055
2000,WY,homicide,493782,12,0.039
2001,AK,homicide,633630,39,0.064
2001,AL,homicide,4468912,379,0.051
2001,AR,homicide,2694698,148,0.05
2001,AZ,homicide,5306966,400,0.048
2001,CA,homicide,34600463,2206,0.054
2001,CO,homicide,4430989,158,0.038
2001,CT,homicide,3434602,105,0.031
2001,DC,homicide,573822,231,0.063
2001,DE,homicide,796599,23,0.035
2001,FL,homicide,16373330,874,0.046
2001,GA,homicide,8405677,598,0.041
2001,HI,homicide,1227024,32,0.045
2001,IA,homicide,2931967,50,0.033
2001,ID,homicide,1320585,30,0.051
2001,IL,homicide,12520227,982,0.053
2001,IN,homicide,6126743,413,0.043
2001,KS,homicide,2702125,92,0.042
2001,KY,homicide,4068816,181,0.052
2001,LA,homicide,4470368,501,0.057
2001,MA,homicide,6401164,143,0.037
2001,MD,homicide,5386079,446,0.04
2001,ME,homicide,1284470,19,0.038
2001,MI,homicide,10006266,672,0.052
2001,MN,homicide,4984535,119,0.038
2001,MO,homicide,5637309,372,0.046
2001,MS,homicide,2859733,282,0.055
2001,MT,homicide,905382,34,0.046
2001,NC,homicide,8206105,505,0.055
2001,ND,homicide,636550,7,0.029
2001,NE,homicide,1720039,43,0.031
2001,NH,homicide,1259359,17,0.034
2001,NJ,homicide,8511116,336,0.043
2001,NM,homicide,1830935,99,0.049
2001,NV,homicide,2097722,180,0.052
2001,NY,homicide,19084350,960,0.048
2001,OH,homicide,11389785,452,0.043
2001,OK,homicide,3469577,185,0.037
2001,OR,homicide,3473441,84,0.064
2001,PA,homicide,12303104,651,0.048
2001,RI,homicide,1059659,39,0.046
2001,SC,homicide,4062125,330,0.052
2001,SD,homicide,758324,7,0.031
2001,TN,homicide,5749398,423,0.046
2001,TX,homicide,21370983,1332,0.049
2001,UT,homicide,2278712,67,0.044
2001,VA,homicide,7196750,364,0.032
2001,VT,homicide,612978,7,0.033
2001,WA,homicide,5993390,179,0.063
2001,WI,homicide,5405947,192,0.045
2001,WV,homicide,1800975,40,0.05
2001,WY,homicide,493754,9,0.038
2002,AK,homicide,641482,33,0.073
2002,AL,homicide,4478896,303,0.059
2002,AR,homicide,2706268,142,0.055
2002,AZ,homicide,5441125,387,0.061
2002,CA,homicide,35001986,2395,0.067
2002,CO,homicide,4501051,179,0.055
2002,CT,homicide,3458587,84,0.043
2002,DC,homicide,569157,264,0.064
2002,DE,homicide,805945,26,0.04
2002,FL,homicide,16691701,911,0.056
2002,GA,homicide,8544005,606,0.05
2002,HI,homicide,1240663,24,0.042
2002,IA,homicide,2935840,44,0.04
2002,ID,homicide,1343124,36,0.056
2002,IL,homicide,12586447,961,0.065
2002,IN,homicide,6156913,362,0.052
2002,KS,homicide,2711769,78,0.05
2002,KY,homicide,4089822,191,0.057
2002,LA,homicide,4476192,593,0.062
2002,MA,homicide,6421800,173,0.053
2002,MD,homicide,5450525,513,0.044
2002,ME,homicide,1294894,14,0.044
2002,MI,homicide,10043221,678,0.063
2002,MN,homicide,5024791,112,0.045
2002,MO,homicide,5669544,331,0.054
2002,MS,homicide,2866733,264,0.066
2002,MT,homicide,910372,16,0.044
2002,NC,homicide,8305820,548,0.067
2002,ND,homicide,633911,5,0.037
2002,NE,homicide,1727564,48,0.037
2002,NH,homicide,1274405,12,0.045
2002,NJ,homicide,8575252,339,0.058
2002,NM,homicide,1852044,152,0.055
2002,NV,homicide,2167455,181,0.056
2002,NY,homicide,19134293,909,0.062
2002,OH,homicide,11408699,526,0.057
2002,OK,homicide,3489700,163,0.046
2002,OR,homicide,3520355,72,0.075
2002,PA,homicide,12328827,624,0.056
2002,RI,homicide,1068326,41,0.05
2002,SC,homicide,4103770,298,0.058
2002,SD,homicide,760437,11,0.032
2002,TN,homicide,5789796,420,0.052
2002,TX,homicide,21736925,1302,0.063
2002,UT,homicide,2318789,47,0.058
2002,VA,homicide,7287829,388,0.042
2002,VT,homicide,616408,13,0.04
2002,WA,homicide,6067060,184,0.074
2002,WI,homicide,5439692,154,0.054
2002,WV,homicide,1804884,57,0.059
2002,WY,homicide,498830,15,0.04
2003,AK,homicide,648280,39,0.078
2003,AL,homicide,4503726,299,0.06
2003,AR,homicide,2727774,180,0.059
2003,AZ,homicide,5579222,441,0.057
2003,CA,homicide,35462712,2407,0.068
2003,CO,homicide,4547633,185,0.06
2003,CT,homicide,3486960,112,0.054
2003,DC,homicide,557620,249,0.068
2003,DE,homicide,818166,21,0.043
2003,FL,homicide,16999181,924,0.052
2003,GA,homicide,8676460,657,0.048
2003,HI,homicide,1248755,22,0.041
2003,IA,homicide,2941976,50,0.045
2003,ID,homicide,1367034,26,0.056
2003,IL,homicide,12649087,895,0.068
2003,IN,homicide,6199571,338,0.053
2003,KS,homicide,2724786,125,0.055
2003,KY,homicide,4118189,181,0.061
2003,LA,homicide,4493665,584,0.064
2003,MA,homicide,6420357,140,0.057
2003,MD,homicide,5512310,525,0.044
2003,ME,homicide,1309205,16,0.05
2003,MI,homicide,10082364,612,0.072
2003,MN,homicide,5064172,127,0.049
2003,MO,homicide,5719204,289,0.056
2003,MS,homicide,2882594,267,0.063
2003,MT,homicide,918157,30,0.047
2003,NC,homicide,8421190,506,0.064
2003,ND,homicide,633400,9,0.037
2003,NE,homicide,1737475,56,0.039
2003,NH,homicide,1288705,17,0.043
2003,NJ,homicide,8642412,406,0.058
2003,NM,homicide,1878562,116,0.059
2003,NV,homicide,2242207,197,0.051
2003,NY,homicide,19212425,934,0.064
2003,OH,homicide,11437680,526,0.062
2003,OK,homicide,3506469,206,0.055
2003,OR,homicide,3564330,68,0.081
2003,PA,homicide,12370761,647,0.057
2003,RI,homicide,1076084,25,0.053
2003,SC,homicide,4148744,303,0.069
2003,SD,homicide,764905,10,0.035
2003,TN,homicide,5845208,396,0.056
2003,TX,homicide,22103374,1422,0.067
2003,UT,homicide,2352119,60,0.056
2003,VA,homicide,7365284,416,0.041
2003,VT,homicide,619343,15,0.043
2003,WA,homicide,6131298,182,0.074
2003,WI,homicide,5474290,183,0.057
2003,WV,homicide,1811440,73,0.061
2003,WY,homicide,502111,14,0.043
2004,AK,homicide,657755,37,0.075
2004,AL,homicide,4525375,254,0.057
2004,AR,homicide,2750000,176,0.057
2004,AZ,homicide,5739879,414,0.05
2004,CA,homicide,35842038,2392,0.062
2004,CO,homicide,4601821,201,0.055
2004,CT,homicide,3498966,100,0.05
2004,DC,homicide,554239,198,0.078
2004,DE,homicide,830069,28,0.04
2004,FL,homicide,17385430,946,0.046
2004,GA,homicide,8918129,613,0.048
2004,HI,homicide,1262124,33,0.034
2004,IA,homicide,2952904,44,0.045
2004,ID,homicide,1395140,31,0.049
2004,IL,homicide,12712016,780,0.062
2004,IN,homicide,6226537,316,0.054
2004,KS,homicide,2733697,122,0.055
2004,KY,homicide,4141835,236,0.054
2004,LA,homicide,4506685,574,0.059
2004,MA,homicide,6407382,171,0.052
2004,MD,homicide,5561332,521,0.043
2004,ME,homicide,1314985,18,0.047
2004,MI,homicide,10104206,643,0.071
2004,MN,homicide,5096546,113,0.047
2004,MO,homicide,5759532,354,0.059
2004,MS,homicide,2900768,227,0.062
2004,MT,homicide,926920,30,0.048
2004,NC,homicide,8540468,532,0.055
2004,ND,homicide,636308,8,0.034
2004,NE,homicide,1747704,40,0.039
2004,NH,homicide,1299169,17,0.038
2004,NJ,homicide,8685166,392,0.048
2004,NM,homicide,1903006,169,0.055
2004,NV,homicide,2332898,172,0.043
2004,NY,homicide,19280727,889,0.058
2004,OH,homicide,11450143,506,0.063
2004,OK,homicide,3523546,186,0.049
2004,OR,homicide,3591363,90,0.073
2004,PA,homicide,12394471,650,0.054
2004,RI,homicide,1079916,26,0.052
2004,SC,homicide,4197892,286,0.068
2004,SD,homicide,770621,17,0.037
2004,TN,homicide,5893298,357,0.053
2004,TX,homicide,22471549,1364,0.059
2004,UT,homicide,2420708,46,0.05
2004,VA,homicide,7481332,390,0.038
2004,VT,homicide,621233,16,0.037
2004,WA,homicide,6207046,190,0.063
2004,WI,homicide,5503533,154,0.05
2004,WV,homicide,1812548,68,0.053
2004,WY,homicide,505887,11,0.038
2005,AK,homicide,663253,32,0.069
2005,AL,homicide,4548327,374,0.045
2005,AR,homicide,2775708,189,0.053
2005,AZ,homicide,5953007,445,0.047
