YrSt_ID,population,population_unemp,violent_crime,Unemp_Yr_Avg
2016 - AK,741522,51165.0,5966,6.9
2016 - AL,4860545,281912.0,25878,5.8
2016 - AR,2988231,119529.0,16563,4.0
2016 - AZ,6908642,373067.0,32542,5.4
2016 - CA,39296476,2161306.0,174796,5.5
2016 - CO,5530105,182493.0,19030,3.3
2016 - CT,3587685,186560.0,8169,5.2
2016 - DC,684336,41744.0,8236,6.1
2016 - DE,952698,42871.0,4859,4.5
2016 - FL,20656589,991516.0,88700,4.8
2016 - GA,10313620,556935.0,40268,5.4
2016 - HI,1428683,42860.0,3452,3.0
2016 - IA,3130869,112711.0,9170,3.6
2016 - ID,1680026,63841.0,3876,3.8
2016 - IL,12835726,744472.0,56054,5.8
2016 - IN,6634007,291896.0,26516,4.4
2016 - KS,2907731,119217.0,11665,4.1
2016 - KY,4436113,226242.0,10452,5.1
2016 - LA,4686157,285856.0,26477,6.1
2016 - MA,6823721,266125.0,25975,3.9
2016 - MD,6024752,271114.0,29019,4.5
2016 - ME,1330232,50549.0,1649,3.8
2016 - MI,9933445,496672.0,45782,5.0
2016 - MN,5525050,215477.0,13365,3.9
2016 - MO,6091176,280194.0,31720,4.6
2016 - MS,2985415,173154.0,8411,5.8
2016 - MT,1038656,43624.0,3886,4.2
2016 - NC,10156689,517991.0,37767,5.1
2016 - ND,755548,23422.0,1905,3.1
2016 - NE,1907603,59136.0,5661,3.1
2016 - NH,1335015,38715.0,2668,2.9
2016 - NJ,8978416,448921.0,21861,5.0
2016 - NM,2085432,137639.0,14585,6.6
2016 - NV,2939254,167537.0,19924,5.7
2016 - NY,19836286,971978.0,74315,4.9
2016 - OH,11622554,581128.0,35759,5.0
2016 - OK,3921207,188218.0,17855,4.8
2016 - OR,4085989,196127.0,10983,4.8
2016 - PA,12787085,690503.0,40389,5.4
2016 - RI,1057566,54993.0,2529,5.2
2016 - SC,4959822,247991.0,25137,5.0
2016 - SD,861542,25846.0,3636,3.0
2016 - TN,6649404,312522.0,42459,4.7
2016 - TX,27904862,1283624.0,121064,4.6
2016 - UT,3044321,106551.0,7406,3.5
2016 - VA,8414380,344990.0,18495,4.1
2016 - VT,623354,19947.0,851,3.2
2016 - WA,7280934,385890.0,22101,5.3
2016 - WI,5772917,230917.0,17716,4.0
2016 - WV,1828637,111547.0,6633,6.1
2016 - WY,584910,31000.0,1431,5.3
2017 - AK,739786,51045.0,6338,6.9
2017 - AL,4875120,214505.0,25469,4.4
2017 - AR,3002997,111111.0,16996,3.7
2017 - AZ,7048876,345395.0,35647,4.9
2017 - CA,39399349,1891169.0,178597,4.8
2017 - CO,5615902,157245.0,20901,2.8
2017 - CT,3573880,167972.0,8190,4.7
2017 - DC,695691,42437.0,6976,6.1
2017 - DE,957078,43069.0,4377,4.5
2017 - FL,20976812,881026.0,85606,4.2
2017 - GA,10413055,489414.0,37118,4.7
2017 - HI,1424203,34181.0,3577,2.4
2017 - IA,3143637,97453.0,9038,3.1
2017 - ID,1718904,55005.0,4111,3.2
2017 - IL,12786196,626524.0,55777,4.9
2017 - IN,6660082,239763.0,26307,3.6
2017 - KS,2910689,104785.0,11654,3.6
2017 - KY,4453874,218240.0,10292,4.9
2017 - LA,4670818,238212.0,25986,5.1
2017 - MA,6863246,253940.0,24318,3.7
2017 - MD,6024891,253045.0,30321,4.2
2017 - ME,1335063,45392.0,1610,3.4
2017 - MI,9976447,458917.0,44883,4.6
2017 - MN,5568155,189317.0,13345,3.4
2017 - MO,6108612,226019.0,32450,3.7
2017 - MS,2989663,152473.0,7661,5.1
2017 - MT,1053090,42124.0,3937,4.0
2017 - NC,10270800,462186.0,38043,4.5
2017 - ND,755176,20390.0,2133,2.7
2017 - NE,1917575,55610.0,5979,2.9
2017 - NH,1349767,36444.0,2642,2.7
2017 - NJ,8888543,408873.0,20604,4.6
2017 - NM,2093395,123510.0,16300,5.9
2017 - NV,2972405,148620.0,16663,5.0
2017 - NY,19590719,920764.0,70746,4.7
2017 - OH,11664129,583206.0,34621,5.0
2017 - OK,3932640,165171.0,17989,4.2
2017 - OR,4146592,170010.0,11629,4.1
2017 - PA,12790447,626732.0,40030,4.9
2017 - RI,1056486,46485.0,2474,4.4
2017 - SC,5021219,215912.0,25412,4.3
2017 - SD,873286,27945.0,3753,3.2
2017 - TN,6708794,254934.0,43940,3.8
2017 - TX,28322717,1217877.0,123984,4.3
2017 - UT,3103118,102403.0,7515,3.3
2017 - VA,8465207,313213.0,17811,3.7
2017 - VT,624525,18111.0,1082,2.9
2017 - WA,7425432,348995.0,22483,4.7
2017 - WI,5792051,191138.0,18638,3.3
2017 - WV,1817048,94486.0,6564,5.2
2017 - WY,578934,24315.0,1358,4.2
2018 - AK,737438,47933.0,6526,6.5
2018 - AL,4887871,190627.0,25399,3.9
2018 - AR,3013825,111512.0,16384,3.7
2018 - AZ,7171646,337067.0,34058,4.7
2018 - CA,39557045,1661396.0,176982,4.2
2018 - CO,5695564,182258.0,22624,3.2
2018 - CT,3572665,150052.0,7411,4.2
2018 - DC,702455,40040.0,6996,5.7
2018 - DE,967171,36752.0,4097,3.8
2018 - FL,21299325,766776.0,81980,3.6
2018 - GA,10519475,420779.0,34355,4.0
2018 - HI,1420491,35512.0,3532,2.5
2018 - IA,3156145,82060.0,7893,2.6
2018 - ID,1754208,50872.0,3983,2.9
2018 - IL,12741080,547866.0,51490,4.3
2018 - IN,6691878,234216.0,25581,3.5
2018 - KS,2911505,96080.0,12782,3.3
2018 - KY,4468402,196610.0,9467,4.4
2018 - LA,4659978,228339.0,25049,4.9
2018 - MA,6902149,234673.0,23337,3.4
2018 - MD,6042718,235666.0,28320,3.9
2018 - ME,1338404,44167.0,1501,3.3
2018 - MI,9995915,419828.0,44918,4.2
2018 - MN,5611179,162724.0,12369,2.9
2018 - MO,6126452,196046.0,30758,3.2
2018 - MS,2986530,143353.0,6999,4.8
2018 - MT,1062305,38243.0,3974,3.6
2018 - NC,10383620,415345.0,39210,4.0
2018 - ND,760077,19762.0,2133,2.6
2018 - NE,1929268,55949.0,5494,2.9
2018 - NH,1356458,35268.0,2349,2.6
2018 - NJ,8908520,365249.0,18537,4.1
2018 - NM,2095428,102676.0,17949,4.9
2018 - NV,3034392,133513.0,16420,4.4
2018 - NY,19542209,820773.0,68495,4.2
2018 - OH,11689442,526025.0,32723,4.5
2018 - OK,3943079,134065.0,18380,3.4
2018 - OR,4190713,171819.0,11966,4.1
2018 - PA,12807060,537897.0,39192,4.2
2018 - RI,1057315,42293.0,2317,4.0
2018 - SC,5084127,177944.0,24825,3.5
2018 - SD,882235,27349.0,3570,3.1
2018 - TN,6770010,236950.0,42226,3.5
2018 - TX,28701845,1090670.0,117927,3.8
2018 - UT,3161105,97994.0,7368,3.1
2018 - VA,8517685,255531.0,17032,3.0
2018 - VT,626299,15657.0,1077,2.5
2018 - WA,7535591,339102.0,23472,4.5
2018 - WI,5813568,174407.0,17176,3.0
2018 - WV,1805832,93903.0,5236,5.2
2018 - WY,577737,22532.0,1226,3.9
