year,state_abbr,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault
2014,CA,38792291,153763,1700,8389,11578,48681,91804
2014,CO,5355588,16487,150,2236,3089,3037,10211
2014,CT,3594762,8575,89,579,794,3172,4520
2014,DC,659836,8199,105,349,472,3497,4125
2014,DE,935968,4568,50,274,390,1271,2857
2014,FL,19905569,91345,982,5038,7132,21621,61610
2014,GA,10097132,38955,607,2209,3147,12786,22415
2014,HI,1420257,3362,20,388,548,952,1842
2014,IA,3109481,8484,60,829,1150,1047,6227
2014,ID,1634806,3439,32,463,645,203,2559
2014,IL,12882189,47775,690,3182,4329,15271,27485
2014,IN,6597880,24105,333,1608,2197,6894,14681
2014,KS,2902507,10235,92,1066,1483,1361,7299
2014,KY,4412617,9495,164,1098,1556,3343,4432
2014,LA,4648990,23983,476,981,1382,5725,16400
2014,MA,6755124,26689,133,1625,2202,6077,18277
2014,MD,5975346,26767,362,1144,1632,9565,15208
2014,ME,1330256,1698,21,346,484,304,889
2014,MI,9916306,42555,544,4500,6364,8037,27610
2014,MN,5457125,12505,88,1448,2001,3687,6729
2014,MO,6063827,26882,404,1728,2403,5592,18483
2014,MS,2993443,8331,259,768,1082,2405,4585
2014,MT,1023252,3361,38,396,558,202,2563
2014,NC,9940387,32718,498,1738,2432,8411,21377
2014,ND,740040,2001,23,275,382,175,1421
2014,NE,1882980,5201,53,645,878,1044,3226
2014,NH,1327996,2625,16,438,596,544,1469
2014,NJ,8938844,23319,352,953,1280,10499,11188
2014,NM,2085567,12465,101,1070,1481,2086,8797
2014,NV,2838281,18043,170,987,1357,5954,10562
2014,NY,19748858,75972,616,4316,6025,24036,45295
2014,OH,11596998,33130,464,3825,5228,12780,14658
2014,OK,3879610,16052,180,1361,1862,3073,10937
2014,OR,3971202,10294,84,1165,1620,2270,6320
2014,PA,12793767,40298,610,2785,3839,13545,22304
2014,RI,1054907,2320,26,264,366,530,1398
2014,SC,4829160,24038,322,1522,2185,4018,17513
2014,SD,853304,2801,23,336,478,199,2101
2014,TN,6547779,39989,369,1870,2595,7268,29757
2014,TX,26979078,109711,1192,8400,11636,31021,65862
2014,UT,2944498,6464,66,1114,1547,1313,3538
2014,VA,8328098,16522,350,1687,2416,4294,9462
2014,VT,626767,643,10,85,117,72,444
2014,WA,7063166,20185,178,1999,2780,5641,11586
2014,WI,5759432,16763,159,1216,1677,5101,9826
2014,WV,1848751,5850,84,417,594,655,4517
2014,WY,584304,1142,16,127,174,53,899
2015,AK,737709,5391,59,648,900,761,3671
2015,AL,4853875,22957,348,1449,2037,4612,15960
2015,AR,2977853,15769,189,1425,2008,2117,11455
2015,AZ,6817565,27968,306,2268,3109,6360,18193
2015,CA,38993940,166883,1861,9341,12811,52862,99349
2015,CO,5448819,17348,173,2422,3328,3315,10532
2015,CT,3584730,7938,116,585,798,2925,4099
2015,DC,670377,8538,162,365,494,3746,4136
2015,DE,944076,4760,62,257,361,1240,3097
2015,FL,20244914,93625,1041,5396,7552,21137,63895
2015,GA,10199398,38891,622,2343,3257,12545,22467
2015,HI,1431603,4201,19,400,561,1203,2418
2015,IA,3121997,8619,73,877,1205,1050,6291
2015,ID,1652828,3593,32,508,703,191,2667
2015,IL,12839047,49755,754,3602,4926,15056,29019
2015,IN,6612768,25373,370,1757,2386,7081,15536
2015,KS,2906721,11483,126,1226,1684,1823,7850
2015,KY,4424611,9887,219,1165,1644,3314,4710
2015,LA,4668960,25202,492,1246,1733,5561,17416
2015,MA,6784240,26453,131,1538,2082,5266,18974
2015,MD,5994983,28185,538,1209,1717,10111,15819
2015,ME,1329453,1726,23,337,461,311,931
2015,MI,9917715,41712,585,4782,6710,7818,26599
2015,MN,5482435,13319,133,1679,2321,3771,7094
2015,MO,6076204,30292,503,1858,2573,6383,20833
2015,MS,2989390,8190,253,851,1158,2312,4467
2015,MT,1032073,3647,38,405,572,210,2827
2015,NC,10035186,34734,517,1886,2591,8821,22805
2015,ND,756835,1949,21,285,391,159,1378
2015,NE,1893765,5167,62,648,885,994,3226
2015,NH,1330111,2692,15,468,644,475,1558
2015,NJ,8935421,22879,363,1019,1373,9729,11414
2015,NM,2080328,13672,117,1218,1663,2485,9407
2015,NV,2883758,20118,178,1232,1688,6287,11965
2015,NY,19747183,75126,613,4414,6141,23879,44493
2015,OH,11605090,34373,522,3990,5441,12617,15793
2015,OK,3907414,16746,240,1418,1953,3018,11535
2015,OR,4024634,10680,110,1193,1650,2163,6757
2015,PA,12791904,40348,665,3105,4299,12965,22419
2015,RI,1055607,2565,31,342,467,547,1520
2015,SC,4894834,24448,407,1717,2439,3950,17652
2015,SD,857919,3302,33,367,500,215,2554
2015,TN,6595056,40816,418,2032,2801,7499,30098
2015,TX,27429639,113193,1317,8941,12323,31924,67629
2015,UT,2990632,7138,57,1247,1704,1329,4048
2015,VA,8367587,16705,390,1767,2499,4459,9357
2015,VT,626088,747,10,104,150,105,482
2015,WA,7160290,20505,218,2006,2778,5450,12059
2015,WI,5767891,17549,240,1324,1805,5234,10270
2015,WV,1841053,6397,85,493,710,783,4819
2015,WY,586555,1300,16,124,171,59,1054
2016,AK,741522,5966,52,754,1053,850,4011
2016,AL,4860545,25878,407,1380,1915,4687,18869
2016,AR,2988231,16563,217,1600,2214,2125,12007
2016,AZ,6908642,32542,389,2461,3304,7045,21804
2016,CA,39296476,174796,1930,10132,13702,54789,104375
2016,CO,5530105,19030,189,2680,3635,3525,11681
2016,CT,3587685,8169,79,580,791,2711,4588
2016,DC,684336,8236,136,400,533,3500,4067
2016,DE,952698,4859,58,224,311,1359,3131
2016,FL,20656589,88700,1111,5527,7598,20175,59816
2016,GA,10313620,40268,682,2436,3381,12114,24091
2016,HI,1428683,3452,35,432,601,985,1831
2016,IA,3130869,9170,73,941,1278,1150,6669
2016,ID,1680026,3876,49,529,719,213,2895
2016,IL,12835726,56054,1061,3713,5003,17829,32161
2016,IN,6634007,26516,431,1813,2449,7291,16345
2016,KS,2907731,11665,132,1193,1618,1757,8158
2016,KY,4436113,10452,265,1242,1748,3371,5068
2016,LA,4686157,26477,555,1329,1819,5575,18528
2016,MA,6823721,25975,135,1601,2141,5365,18334
2016,MD,6024752,29019,536,1317,1827,10815,15841
2016,ME,1330232,1649,20,301,413,268,948
2016,MI,9933445,45782,612,5217,7268,7123,30779
2016,MN,5525050,13365,101,1732,2349,3730,7185
2016,MO,6091176,31720,538,1884,2557,6576,22049
2016,MS,2985415,8411,237,910,1282,2433,4459
2016,MT,1038656,3886,37,427,598,268,2983
2016,NC,10156689,37767,678,2086,2847,9336,24906
2016,ND,755548,1905,16,268,356,181,1352
2016,NE,1907603,5661,49,813,1108,946,3558
2016,NH,1335015,2668,19,443,609,431,1609
2016,NJ,8978416,21861,378,1088,1454,8940,11089
2016,NM,2085432,14585,139,1117,1527,2737,10182
2016,NV,2939254,19924,228,1284,1729,6338,11629
2016,NY,19836286,74315,629,4584,6281,22310,45095
2016,OH,11622554,35759,683,4255,5754,12574,16748
2016,OK,3921207,17855,247,1543,2100,3174,12334
2016,OR,4085989,10983,116,1306,1784,2307,6776
2016,PA,12787085,40389,674,3250,4459,12314,22942
2016,RI,1057566,2529,29,330,445,541,1514
2016,SC,4959822,25137,358,1786,2491,4071,18217
2016,SD,861542,3636,28,386,526,274,2808
2016,TN,6649404,42459,495,2056,2803,7829,31332
2016,TX,27904862,121064,1478,9905,13446,33298,72842
2016,UT,3044321,7406,74,1146,1560,1528,4244
2016,VA,8414380,18495,482,2032,2830,4826,10357
2016,VT,623354,851,14,120,170,78,589
2016,WA,7280934,22101,195,2302,3133,5649,13124
2016,WI,5772917,17716,232,1475,2005,4707,10772
2016,WV,1828637,6633,85,488,684,720,5144
2016,WY,584910,1431,20,152,206,59,1146
2017,AK,739786,6338,62,,1074,952,4250
2017,AL,4875120,25469,419,,2001,4233,18816
2017,AR,3002997,16996,249,,2140,1998,12609
2017,AZ,7048876,35647,422,,3622,7440,24163
2017,CA,39399349,178597,1830,,14724,56625,105418
2017,CO,5615902,20901,222,,4021,3868,12790
2017,CT,3573880,8190,105,,850,2813,4422
2017,DC,695691,6976,116,,444,2625,3791
2017,DE,957078,4377,51,,351,1082,2893
2017,FL,20976812,85606,1057,,7936,18597,58016
2017,GA,10413055,37118,681,,2646,9844,23947
2017,HI,1424203,3577,39,,567,1077,1894
2017,IA,3143637,9038,98,,1305,1269,6366
2017,ID,1718904,4111,42,,755,222,3092
2017,IL,12786196,55777,983,,5424,17731,31639
2017,IN,6660082,26307,413,,2612,7035,16247
2017,KS,2910689,11654,134,,1504,1633,8383
2017,KY,4453874,10292,265,,1817,2967,5243
2017,LA,4670818,25986,576,,1850,5385,18175
2017,MA,6863246,24318,172,,2199,4874,17073
2017,MD,6024891,30321,558,,1712,11189,16862
2017,ME,1335063,1610,23,,470,249,868
2017,MI,9976447,44883,569,,7110,6508,30696
2017,MN,5568155,13345,114,,2405,3627,7199
2017,MO,6108612,32450,599,,2737,6362,22752
2017,MS,2989663,7661,190,,658,2492,4321
2017,MT,1053090,3937,41,,639,234,3023
2017,NC,10270800,38043,622,,1944,9884,25593
2017,ND,755176,2133,10,,406,183,1534
2017,NE,1917575,5979,42,,1191,1020,3726
2017,NH,1349767,2642,13,,619,441,1569
2017,NJ,8888543,20604,324,,1505,7895,10880
2017,NM,2093395,16300,144,,1244,3732,11180
2017,NV,2972405,16663,266,,1896,4841,9660
2017,NY,19590719,70746,550,,6297,20122,43777
2017,OH,11664129,34621,741,,5833,11224,16823
2017,OK,3932640,17989,243,,2220,3007,12519
2017,OR,4146592,11629,105,,1992,2474,7058
2017,PA,12790447,40030,742,,4216,11777,23295
2017,RI,1056486,2474,21,,454,474,1525
2017,SC,5021219,25412,380,,2576,3884,18572
2017,SD,873286,3753,27,,575,264,2887
2017,TN,6708794,43940,538,,3028,7867,32507
2017,TX,28322717,123984,1405,,14536,32120,75923
2017,UT,3103118,7515,74,,1758,1498,4185
2017,VA,8465207,17811,470,,3026,4331,9984
2017,VT,624525,1082,17,,254,100,711
2017,WA,7425432,22483,226,,3300,5386,13571
2017,WI,5792051,18638,192,,2177,4370,11899
2017,WV,1817048,6564,98,,793,673,5000
2017,WY,578934,1358,14,,253,98,993
2018,AK,737438,6526,47,,1192,896,4391
2018,AL,4887871,25399,383,,1996,4076,18944
2018,AR,3013825,16384,216,,2196,1594,12378
2018,AZ,7171646,34058,369,,3638,6523,23528
2018,CA,39557045,176982,1739,,15505,54326,105412
2018,CO,5695564,22624,210,,4070,3797,14547
2018,CT,3572665,7411,83,,840,2194,4294
2018,DC,702455,6996,160,,450,2415,3971
2018,DE,967171,4097,48,,338,866,2845
2018,FL,21299325,81980,1107,,8438,16884,55551
2018,GA,10519475,34355,642,,2651,8279,22783
2018,HI,1420491,3532,36,,625,946,1925
2018,IA,3156145,7893,54,,976,932,5931
2018,ID,1754208,3983,35,,791,200,2957
2018,IL,12741080,51490,884,,5859,14208,30539
2018,IN,6691878,25581,438,,2370,5939,16834
2018,KS,2911505,12782,113,,1567,1543,9559
2018,KY,4468402,9467,244,,1707,2457,5059
2018,LA,4659978,25049,530,,2085,4568,17866
2018,MA,6902149,23337,136,,2410,4143,16648
2018,MD,6042718,28320,490,,1979,9716,16135
2018,ME,1338404,1501,24,,446,228,803
2018,MI,9995915,44918,551,,7690,5656,31021
2018,MN,5611179,12369,106,,2462,2944,6857
2018,MO,6126452,30758,607,,2912,5197,22042
2018,MS,2986530,6999,171,,537,1595,4696
2018,MT,1062305,3974,34,,551,269,3120
2018,NC,10383620,39210,628,,2633,8423,27526
2018,ND,760077,2133,18,,397,158,1560
2018,NE,1929268,5494,44,,1233,756,3461
2018,NH,1356458,2349,21,,534,359,1435
2018,NJ,8908520,18537,286,,1424,6364,10463
2018,NM,2095428,17949,167,,1354,2830,13598
2018,NV,3034392,16420,202,,2329,3862,10027
2018,NY,19542209,68495,562,,6575,18187,43171
2018,OH,11689442,32723,564,,5300,9185,17674
2018,OK,3943079,18380,206,,2299,2791,13084
2018,OR,4190713,11966,82,,1975,2549,7360
2018,PA,12807060,39192,784,,4483,9848,24077
2018,RI,1057315,2317,16,,481,454,1366
2018,SC,5084127,24825,392,,2434,3553,18446
2018,SD,882235,3570,12,,614,262,2682
2018,TN,6770010,42226,498,,2821,7190,31717
2018,TX,28701845,117927,1322,,14693,28256,73656
2018,UT,3161105,7368,60,,1753,1236,4319
2018,VA,8517685,17032,391,,2924,3604,10113
2018,VT,626299,1077,10,,287,70,710
2018,WA,7535591,23472,236,,3413,5572,14251
2018,WI,5813568,17176,176,,2248,3489,11263
2018,WV,1805832,5236,67,,652,572,3945
2018,WY,577737,1226,13,,243,100,870
