Number,dateReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,longitude,latitude,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor
MP20005666,"Feb 25, 2020, 8:09:00 AM","Feb 18, 2020, 2:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,KINGSWOOD DRIVE,MODESTO,,,,,0,0,0,,FELONY
MP20005683,"Feb 25, 2020, 10:05:00 AM","Feb 24, 2020, 7:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2516 GUADALAJARA DR,MO,,95355,-120.9503097,37.67844769,0,0,0,,FELONY
MP20006233,"Feb 29, 2020, 2:04:33 PM","Feb 23, 2020, 6:00:00 PM",484 (A) PC,484 (A) PC PETTY THEFT: MISD 06 Theft 2252,1419 LAKE PARK CT,MODESTO,CALIFORNIA,95355,-120.938066,37.66461393,0,0,0,,MISDEMEANOR
MP20006247,"Mar 1, 2020, 12:53:00 PM","Mar 1, 2020, 12:53:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1400 MC HENRY AVE,MODESTO,CALIFORNIA,95350,-120.9938771,37.66370026,0,0,0,,FELONY
MP20006297,"Mar 1, 2020, 5:00:00 AM","Mar 1, 2020, 5:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2221 CHRYSLER DR,MO,CALIFORNIA,95350,-121.0353327,37.67846843,0,0,0,,FELONY
MP20006347,"Mar 1, 2020, 2:33:29 PM","Feb 27, 2020, 1:00:00 AM",261 (A)(2) PC,261 (A)(2) PC RAPE BY FORCE/FEAR/ETC 02a. Rape 1375,1309 CECIL WAY,MODESTO,CALIFORNIA,95350,-121.0129441,37.6588341,0,0,0,,FELONY
MP20005119,"Feb 20, 2020, 6:13:00 AM","Feb 20, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,413 COLORADO AVE,MO,,95351,-121.0069233,37.62549296,0,0,0,,FELONY
MP20005764,"Feb 25, 2020, 8:53:00 PM","Feb 24, 2020, 7:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,215 WILSON AVE,MO,,95354,-120.9780506,37.64126065,0,0,0,,FELONY
MP20005808,"Feb 26, 2020, 9:49:00 AM","Feb 26, 2020, 8:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1220 FIRE SCIENCE LN,MO,,,-121.0301028,37.66134604,0,0,0,,FELONY
MP20005879,"Feb 26, 2020, 7:58:00 PM","Feb 25, 2020, 6:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,512 RIDDLE CT,MO,,95356,-120.9867427,37.69206143,0,0,0,,FELONY
MP20005902,"Feb 27, 2020, 12:15:00 AM","Feb 26, 2020, 11:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2025 TILTON PL,MO,,95355,-120.9597905,37.67373187,0,0,0,,FELONY
MP20005919,"Feb 27, 2020, 7:30:00 AM","Feb 26, 2020, 2:20:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,200 SHEILA CT,MO,,,-120.9923173,37.67673274,0,0,0,,FELONY
MP20005957,"Feb 27, 2020, 10:05:00 AM","Feb 26, 2020, 7:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2208 CHRYSLER DR,MO,,95350,-121.0347484,37.67793323,0,0,0,,FELONY
MP20006013,"Feb 27, 2020, 7:10:00 PM","Feb 27, 2020, 7:10:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,401 PARADISE RD,MO,,,-121.0138548,37.62807038,0,0,0,,FELONY
MP20006043,"Feb 28, 2020, 12:10:00 AM","Feb 27, 2020, 11:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1609 LE MANS LN,MO,,95351,-121.0146455,37.61613839,0,0,0,,FELONY
MP20006072,"Feb 28, 2020, 8:33:00 AM","Feb 27, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,105 RITA CT,MO,,95351,-120.9909821,37.6163744,0,0,0,,FELONY
MP20006087,"Feb 28, 2020, 10:47:00 AM","Feb 27, 2020, 8:36:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"PEPPERMINT DR, MO / OAKDALE RD, MO ( 42/F2 )",,,,-120.9574541,37.65905847,0,0,0,,FELONY
MP20006094,"Feb 28, 2020, 11:43:00 AM","Feb 28, 2020, 10:34:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"11TH ST, MO / J ST, MO ( 45/F1 )",,,,-120.9993608,37.64122727,1,0,0,,FELONY
MP20006164,"Feb 28, 2020, 9:50:00 PM","Feb 28, 2020, 7:40:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1313 KINGSBURY AVE,MO,,95350,-121.0142347,37.677999,0,0,0,,FELONY
MP20800538,"Feb 27, 2020, 2:39:00 PM","Feb 26, 2020, 2:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,617 AIRPORT WAY,MODESTO,CALIFORNIA,95354,-120.9575078,37.63053849,0,0,0,,FELONY
MP20800535,"Dec 19, 2019, 6:33:00 AM","Dec 19, 2019, 1:15:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1451 KENT WAY,MODESTO,CALIFORNIA,95355,-120.971677,37.66480636,0,0,0,,FELONY
MP20800536,"Feb 20, 2020, 4:47:00 PM","Feb 20, 2020, 5:30:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1613 DELPHINE AVE,MODESTO,CALIFORNIA,95350,-121.0203155,37.68414522,0,0,0,,FELONY
MP20800524,"Feb 25, 2020, 9:09:00 PM","Feb 21, 2020, 8:45:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2836 PAMPLONA WAY,MODESTO,CALIFORNIA,95354,-120.941117,37.64766587,0,0,0,,FELONY
MP20800530,"Feb 26, 2020, 7:52:00 PM","Feb 26, 2020, 1:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,539 HIGH ST,MODESTO,CALIFORNIA,95354,-120.9883061,37.65221724,0,0,0,,MISDEMEANOR
MP20006170,"Mar 3, 2020, 11:24:27 AM","Mar 3, 2020, 11:24:27 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,448 PARADISE RD,MODESTO,CALIFORNIA,95351,-121.0127121,37.62649342,1,0,0,,FELONY
MP20006181,"Feb 29, 2020, 12:00:00 AM","Feb 28, 2020, 5:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1330 PRINCEWOOD LN,MO,,95355,-120.973946,37.6863461,0,0,0,,FELONY
MP20006198,"Feb 29, 2020, 5:14:00 AM","Feb 28, 2020, 8:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1108 L ST,MO,,,-121.0011604,37.64328155,0,0,0,,FELONY
MP20006203,"Feb 29, 2020, 8:16:00 AM","Feb 28, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1632 E COOLIDGE AVE,MO,,95355,-120.9683797,37.66516682,0,0,0,,FELONY
MP20006227,"Feb 29, 2020, 11:33:50 AM","Feb 28, 2020, 7:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2801 BRADEN AVE,MO,,,-121.0466626,37.68865768,0,0,0,,FELONY
MP20006309,"Mar 1, 2020, 6:16:00 AM","Mar 1, 2020, 3:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,732 WALNUT WAY,MODESTO,CALIFORNIA,95351,-121.0193662,37.6194317,0,0,0,,FELONY
MP20006312,"Mar 1, 2020, 7:48:00 AM","Feb 29, 2020, 11:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,108 BODEM ST,MO,,95350,-120.984898,37.6457784,0,0,0,,FELONY
MP20006314,"Mar 1, 2020, 8:53:00 AM","Mar 1, 2020, 8:23:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,609 LENORE DR,MO,,95351,-121.019274,37.63347972,1,0,0,,FELONY
MP20006336,"Mar 1, 2020, 12:09:20 PM","Feb 29, 2020, 4:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2710 HADDON AVE,MO,,95354,-120.9442485,37.64146036,0,0,0,,FELONY
MP20006343,"Mar 1, 2020, 2:21:00 PM","Mar 1, 2020, 2:18:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,401 PARADISE RD,MO,,,-121.0123378,37.62812873,0,0,0,,FELONY
MP20006388,"Mar 2, 2020, 6:09:00 AM","Mar 1, 2020, 4:50:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3500 SAN CLEMENTE AVE,MODESTO,CALIFORNIA,95356,-121.0279395,37.69025077,0,0,0,,FELONY
MP20006291,"Mar 1, 2020, 2:11:00 AM","Feb 29, 2020, 10:30:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3713 SHADY VALLEY CT,MODESTO,CALIFORNIA,95355,-120.9273327,37.68855174,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20006410,"Mar 2, 2020, 10:53:00 AM","Feb 25, 2020, 5:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,RIVER RD & GRAYSON RD,COUNTY,CALIFORNIA,95387,-121.1801753,37.55887506,0,0,0,,MISDEMEANOR
MP20006459,"Mar 2, 2020, 5:16:13 PM","Mar 2, 2020, 1:53:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,706 SCENIC DR,MODESTO,CALIFORNIA,95350,-120.9849574,37.64665087,0,0,0,,FELONY
MP20006430,"Mar 2, 2020, 11:40:56 AM","Feb 29, 2020, 12:00:00 AM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,2821 KIDD CT,MO,,95358,-121.0489287,37.65463338,1,0,0,,FELONY
MP20006387,"Mar 2, 2020, 8:16:00 AM","Mar 2, 2020, 8:16:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1217 10TH ST,MODESTO,CALIFORNIA,95354,-121.0028666,37.64256484,0,0,0,,FELONY
MP20006477,"Mar 2, 2020, 8:45:53 PM","Mar 2, 2020, 12:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3401 DALE RD,MODESTO,CALIFORNIA,95356,-121.0540147,37.68874156,0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20006382,"Mar 2, 2020, 7:38:51 AM","Mar 1, 2020, 9:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3252 PELANDALE AVE,MO,,95356,-121.0552868,37.69981379,0,0,0,,
MP20006472,"Mar 2, 2020, 8:40:00 PM","Mar 2, 2020, 7:15:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"I ST, MO / 7TH ST, MO ( 45/F2 )",,,,-121.0019809,37.63739386,1,0,0,,FELONY
MP20006481,"Mar 2, 2020, 8:45:03 PM","Mar 2, 2020, 8:45:03 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,328 I ST,MODESTO,CALIFORNIA,95351,-121.0049321,37.63470239,1,0,0,,FELONY
MP20006330,"Mar 1, 2020, 11:41:20 AM","Mar 1, 2020, 9:41:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,743 EMPIRE AVE,MODESTO,CALIFORNIA,95354,-120.969112,37.62756036,0,0,0,,FELONY
MP20006579,"Mar 3, 2020, 4:48:00 PM","Mar 3, 2020, 4:48:00 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,REDWOOD AVE & KIMBLE ST,MODESTO,CALIFORNIA,95354,-120.9891352,37.64732093,1,0,0,,FELONY
MP20006593,"Mar 3, 2020, 8:35:22 PM","Mar 3, 2020, 8:35:22 PM",211 PC,211 PC ROBBERY 03 Robbery 853,2600 COFFEE RD,MO,,,-120.9755262,37.67839143,1,0,0,,FELONY
MP20006556,"Mar 3, 2020, 2:02:43 PM","Feb 24, 2020, 8:00:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,2020 COX AVE,MODESTO,CALIFORNIA,95358,-121.0390546,37.65760449,0,0,0,,FELONY
MP20800571,"Feb 24, 2020, 10:26:00 AM","Feb 24, 2020, 7:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,228 EL VISTA AVE,MODESTO,CALIFORNIA,95354,-120.9568837,37.64120963,0,0,0,,FELONY
MP20006492,"Mar 3, 2020, 3:59:00 AM","Mar 2, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2409 PARK BRAE WAY,MO,,95358,-121.0036319,37.59561822,0,0,0,,FELONY
MP20006560,"Mar 3, 2020, 1:38:26 PM","Feb 28, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1113 STINSON CT,MO,,95358,-121.0388179,37.65055142,0,0,0,,FELONY
MP20800575,"Mar 3, 2020, 11:07:00 AM","Aug 28, 2017, 11:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,522 RAMONA AVE,MODESTO,CALIFORNIA,95350,-120.9817568,37.65134936,0,0,0,,FELONY
MP20006575,"Mar 3, 2020, 3:20:00 PM","Mar 3, 2020, 3:06:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2118 MC HENRY AVE,MO,,,-120.9935633,37.67422425,0,0,0,,FELONY
MP20800577,"Mar 2, 2020, 6:12:00 PM","Mar 2, 2020, 5:55:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2112 FLOYD AVE,MODESTO,CALIFORNIA,95355,-120.9593963,37.67755645,0,0,0,,FELONY
MP20800569,"Feb 26, 2020, 12:04:00 PM","Feb 26, 2020, 11:45:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3112 WILLIAMSBURG WAY,MODESTO,CALIFORNIA,95355,-120.9361686,37.65801485,0,0,0,,FELONY
MP20800553,"Feb 29, 2020, 4:58:00 PM","Feb 6, 2020, 2:30:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,420 PARRY AVE,MODESTO,CALIFORNIA,95354,-120.959479,37.64442737,0,0,0,,MISDEMEANOR
MP20006473,"Mar 2, 2020, 8:49:00 PM","Mar 2, 2020, 6:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3401 DALE RD,MO,,,-121.0540018,37.68873653,0,0,0,,FELONY
MP20006491,"Mar 3, 2020, 5:50:00 AM","Mar 3, 2020, 5:50:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,637 TULLY RD,MO,,,-121.0123954,37.65442384,0,0,0,,FELONY
MP20800564,"Mar 2, 2020, 5:45:00 PM","Mar 1, 2020, 3:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3921 ALESSANDRO LN,MODESTO,CALIFORNIA,95356,-121.0472996,37.69604827,0,0,0,,FELONY
MP20006628,"Mar 4, 2020, 8:18:21 AM","Mar 2, 2020, 2:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3900 PELANDALE AVE,MODESTO,CALIFORNIA,95356,-121.0674409,37.69951718,0,0,0,,FELONY
MP20006627,"Mar 4, 2020, 8:27:58 AM","Mar 3, 2020, 7:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: MISD 06 Theft 2285,1412 GRANITE LN,MODESTO,CALIFORNIA,95351,-121.0293703,37.65602134,0,0,0,,FELONY
MP20006608,"Mar 4, 2020, 1:15:00 AM","Mar 4, 2020, 12:30:00 AM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,3717 SPRINGCREEK DR,MODESTO,CALIFORNIA,95355,-120.9262565,37.66092386,0,0,0,,
MP20006608,"Mar 4, 2020, 1:15:00 AM","Mar 4, 2020, 12:30:00 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3717 SPRINGCREEK DR,MODESTO,CALIFORNIA,95355,-120.9262565,37.66092386,0,0,0,,FELONY
MP20006662,"Mar 4, 2020, 2:10:00 PM","Feb 28, 2020, 10:30:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,110 WILSON AVE,MODESTO,CALIFORNIA,95354,-120.9776248,37.63844906,0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20006684,"Mar 4, 2020, 4:27:17 PM","Mar 4, 2020, 4:27:17 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,201 KIMBLE ST,MODESTO,CALIFORNIA,95354,-120.9892909,37.6473395,1,0,0,,FELONY
MP20006684,"Mar 4, 2020, 4:27:17 PM","Mar 4, 2020, 4:27:17 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,201 KIMBLE ST,MODESTO,CALIFORNIA,95354,-120.9892909,37.6473395,1,0,0,,FELONY
MP20006567,"Mar 3, 2020, 1:26:35 PM","Feb 27, 2020, 1:30:00 AM",262 (A)(1) PC,262 (A)(1) PC RAPE SPOUSE BY FORCE/FEAR/ETC 02a. Rape 1400,2413 PRIDMORE AVE,MODESTO,CALIFORNIA,95355,-120.9641176,37.67732669,1,0,0,,FELONY
MP20006567,"Mar 3, 2020, 1:26:35 PM","Feb 27, 2020, 1:30:00 AM",243.4 (A) PC,243.4 (A) PC SEXUAL BATTERY: FELONY 04 Aggravated Assault 1199,2413 PRIDMORE AVE,MODESTO,CALIFORNIA,95355,-120.9641176,37.67732669,1,0,0,,FELONY
MP20006709,"Mar 4, 2020, 11:09:12 PM","Mar 4, 2020, 11:09:12 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,"TUOLUMNE BLVD, MO / ROSELAWN AVE, MO ( 45/F4 )",,,,-121.0049346,37.62783829,1,0,0,,FELONY
MP20006709,"Mar 4, 2020, 11:09:12 PM","Mar 4, 2020, 11:09:12 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,"TUOLUMNE BLVD, MO / ROSELAWN AVE, MO ( 45/F4 )",,,,-121.0049346,37.62783829,1,0,0,,FELONY
MP20006709,"Mar 4, 2020, 11:09:12 PM","Mar 4, 2020, 11:09:12 PM",664 /187 (A) PC,664 /187 (A) PC ATTEMPTED MURDER 04 Aggravated Assault 2897,"TUOLUMNE BLVD, MO / ROSELAWN AVE, MO ( 45/F4 )",,,,-121.0049346,37.62783829,1,0,0,,FELONY
MP20006664,"Mar 4, 2020, 1:27:22 PM","Mar 4, 2020, 1:27:22 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,1000 COFFEE RD,MODESTO,CALIFORNIA,95355,-120.9744943,37.65718089,0,0,0,,FELONY
MP20006654,"Mar 4, 2020, 1:13:13 PM","Mar 4, 2020, 1:13:13 PM",664 /460 (B) PC,664 /460 (B) PC ATTEMPTED BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2912,3600 SISK RD,MODESTO,CALIFORNIA,95356,-121.0605503,37.69085179,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20006702,"Mar 4, 2020, 9:26:57 PM","Mar 4, 2020, 9:26:57 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,100 E GRANGER AVE,MO,,95350,-120.9939047,37.66729076,1,0,0,,FELONY
MP20006744,"Mar 5, 2020, 9:39:07 AM","Mar 5, 2020, 7:30:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2317 LANGFORD AVE,MODESTO,CALIFORNIA,95350,-120.9842699,37.67608749,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20003368,"Feb 3, 2020, 3:42:00 PM","Feb 1, 2020, 4:40:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1649 W W ORANGEBURG AVE,MODESTO,CALIFORNIA,95350,-121.02067,37.66419094,0,0,0,,MISDEMEANOR
MP20004240,"Feb 11, 2020, 10:10:32 PM","Feb 11, 2020, 10:10:32 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1009 MC HENRY AVE,MODESTO,CALIFORNIA,95350,-120.994271,37.65769196,0,0,0,,MISDEMEANOR
MP20006666,"Mar 4, 2020, 1:02:06 PM","Mar 3, 2020, 3:02:00 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,1330 COLLEGE AVE,MODESTO,CALIFORNIA,95350,-121.0070824,37.66297829,1,0,0,,FELONY
MP20006771,"Mar 5, 2020, 1:25:00 PM","Mar 4, 2020, 7:30:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,321 LELAH AVE,MODESTO,CALIFORNIA,95350,-120.997686,37.66815761,0,0,0,,MISDEMEANOR
MP20006734,"Mar 5, 2020, 8:48:00 AM","Mar 5, 2020, 8:40:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,828 COBBLESTONE CI,MODESTO,CALIFORNIA,95355,-120.9501571,37.65356331,0,0,0,,MISDEMEANOR
MP20006290,"Mar 1, 2020, 2:19:06 AM","Feb 26, 2020, 5:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3601 PELANDALE AVE,MODESTO,CALIFORNIA,95356,-121.0623574,37.70042096,0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20006617,"Mar 4, 2020, 5:00:00 AM","Mar 4, 2020, 5:00:00 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95350,-120.9973378,37.68918556,1,0,0,,FELONY
MP20006278,"Feb 29, 2020, 9:54:58 PM","Feb 29, 2020, 4:15:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,610 HUDSON LN,MODESTO,CALIFORNIA,95351,-121.0136663,37.62184096,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20005953,"Feb 27, 2020, 10:26:22 AM","Feb 27, 2020, 10:26:22 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,945 MC HENRY AVE,MO,,,-120.9943334,37.65699906,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20006833,"Mar 5, 2020, 8:54:08 PM","Mar 4, 2020, 7:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1117 CRATER AVE,MODESTO,CALIFORNIA,95351,-121.0082588,37.60871499,0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20006822,"Mar 5, 2020, 7:35:20 PM","Mar 5, 2020, 7:33:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,3848 MC HENRY AVE,MODESTO,CALIFORNIA,95356,-120.9919106,37.69452597,1,0,0,,FELONY
MP20006809,"Mar 5, 2020, 3:44:54 PM","Mar 5, 2020, 3:44:54 PM",261 (A)(2) PC,261 (A)(2) PC RAPE BY FORCE/FEAR/ETC 02a. Rape 1375,630 KEARNEY AVE,MODESTO,CALIFORNIA,95350,-121.0162576,37.65437916,0,0,0,,FELONY
MP20006803,"Mar 5, 2020, 12:51:12 PM","Feb 28, 2020, 11:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,-120.9967614,37.68979757,0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20006696,"Mar 4, 2020, 5:17:10 PM","Mar 4, 2020, 5:17:10 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,601 NEECE DR,MODESTO,CALIFORNIA,95351,-121.0007175,37.62255942,0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20006705,"Mar 4, 2020, 10:29:12 PM","Mar 4, 2020, 10:29:12 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,180 W W GRANGER AVE,MODESTO,CALIFORNIA,95350,-120.9951991,37.6672689,1,0,0,,MISDEMEANOR
MP20006707,"Mar 4, 2020, 9:25:00 PM","Mar 4, 2020, 1:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,110 E GRANGER AVE,MODESTO,CALIFORNIA,95350,-120.9931839,37.66708329,0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
