YrSt_ID,population,population_unemp,aggravated_assault,Unemp_Yr_Avg
1992 - IA,2812000,126540.0,6131,4.5
1992 - ID,1067000,68288.0,2398,6.4
1992 - IL,11631000,918849.0,60057,7.9
1992 - IN,5662000,368030.0,19008,6.5
1992 - KS,2523000,113535.0,8418,4.5
1992 - KY,3755000,259095.0,15409,6.9
1992 - LA,4287000,342960.0,28013,8.0
1992 - MA,5998000,509830.0,33288,8.5
1992 - MD,4908000,333744.0,25157,6.8
1992 - ME,1235000,90155.0,1013,7.3
1992 - MI,9437000,849330.0,43282,9.0
1992 - MN,4480000,228480.0,8248,5.1
1992 - MO,5193000,321966.0,24223,6.2
1992 - MT,824000,55208.0,944,6.7
1992 - NC,6843000,417423.0,30638,6.1
1992 - ND,636000,30528.0,320,4.8
1992 - NE,1606000,46574.0,4115,2.9
1992 - NH,1111000,81103.0,588,7.3
1992 - NJ,7789000,654276.0,23740,8.4
1992 - NM,1581000,113832.0,11448,7.2
1992 - NV,1327000,88909.0,3872,6.7
1992 - NY,18119000,1558234.0,87608,8.6
1992 - OH,11016000,815184.0,29547,7.4
1992 - OK,3212000,192720.0,13863,6.0
1992 - OR,2977000,220298.0,8963,7.4
1992 - PA,12009000,912684.0,25505,7.6
1992 - RI,1005000,89445.0,2668,8.9
